dataset,model,scenario,k_mad,n_runs,n_reference_anomalies,threshold,n_detected_mean,n_detected_std,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,Specificity_mean,FalsePositiveRate_mean,BalancedAccuracy_mean,metric_status,baseline_F1_mean,baseline_FalsePositiveRate_mean,F1_change_vs_baseline,FalsePositiveRate_change_vs_baseline
cholera,LSTM,injected_10pct,4.5,10,8,137.51870641498564,39.2,8.966604708583958,0.16658763312480857,0.033167727958068584,0.7875,0.08436856971381912,0.2738923253334996,0.04918686670185732,0.5671052631578947,0.43289473684210533,0.6773026315789474,applicable,0.24776979170173527,0.5131578947368421,0.02612253363176434,-0.08026315789473681
cholera,LSTM,injected_10pct,5.0,10,8,149.47891754341126,36.9,6.314885412877874,0.17141149089969282,0.02665596419164572,0.775,0.07905694150420949,0.2799324477740063,0.03903730124178165,0.5960526315789474,0.40394736842105267,0.6855263157894738,applicable,0.24776979170173527,0.5131578947368421,0.032162656072271006,-0.10921052631578948
cholera,LSTM,injected_5pct,2.0,10,4,77.71765077285767,64.2,9.693067396627116,0.06364684814923674,0.009967989325325869,1.0,0.0,0.11952859735056283,0.017554641533045822,0.2475,0.7525,0.62375,applicable,0.13601021724100815,0.65625,-0.016481619890445318,0.09624999999999995
cholera,LSTM,injected_5pct,2.5,10,4,89.67786190128326,61.4,10.813571719526038,0.06703199866183314,0.012042482879552577,1.0,0.0,0.12542781608161988,0.02108412288555855,0.28250000000000003,0.7175,0.64125,applicable,0.13601021724100815,0.65625,-0.010582401159388272,0.06125000000000003
cholera,LSTM,injected_5pct,3.0,10,4,101.63807302970886,58.8,11.573917035971684,0.07034476554185749,0.013261592715715921,1.0,0.0,0.13118493083353794,0.02316157577215633,0.315,0.6849999999999999,0.6575,applicable,0.13601021724100815,0.65625,-0.004825286407470208,0.028749999999999942
cholera,LSTM,injected_5pct,3.5,10,4,113.59828415813446,56.5,11.088031585653264,0.07311626639161795,0.013313910783369432,1.0,0.0,0.13601021724100815,0.02318158324715168,0.34375,0.65625,0.671875,applicable,0.13601021724100815,0.65625,0.0,0.0
cholera,LSTM,injected_5pct,4.0,10,4,125.55849528656006,54.5,10.690078473883052,0.07575085548796265,0.013491942043173152,1.0,0.0,0.140569075928959,0.02342334809485549,0.36875,0.63125,0.684375,applicable,0.13601021724100815,0.65625,0.004558858687950862,-0.025000000000000022
cholera,LSTM,injected_5pct,4.5,10,4,137.51870641498564,52.2,9.840957496323437,0.0788961183689888,0.013543156572241925,1.0,0.0,0.14598947972949095,0.023363615817273854,0.3975,0.6024999999999999,0.69875,applicable,0.13601021724100815,0.65625,0.009979262488482799,-0.053750000000000075
cholera,LSTM,injected_5pct,5.0,10,4,149.47891754341126,50.5,9.082951062292475,0.08133148297840254,0.013304074599194903,1.0,0.0,0.15017542330033204,0.02284815498548598,0.41875,0.58125,0.709375,applicable,0.13601021724100815,0.65625,0.014165206059323893,-0.07499999999999996
cholera,LSTM,proxy_robust_z,2.0,10,0,77.71765077285767,51.5,16.399525738400012,,,,,,,0.3869047619047619,0.6130952380952381,,not_applicable_no_positive_reference,,0.4321428571428571,,0.18095238095238103
cholera,LSTM,proxy_robust_z,2.5,10,0,89.67786190128326,46.1,17.297719824043607,,,,,,,0.4511904761904762,0.5488095238095239,,not_applicable_no_positive_reference,,0.4321428571428571,,0.11666666666666675
cholera,LSTM,proxy_robust_z,3.0,10,0,101.63807302970886,41.0,16.852299546352715,,,,,,,0.5119047619047619,0.48809523809523814,,not_applicable_no_positive_reference,,0.4321428571428571,,0.05595238095238103
cholera,LSTM,proxy_robust_z,3.5,10,0,113.59828415813446,36.3,15.195394038984313,,,,,,,0.5678571428571428,0.4321428571428571,,not_applicable_no_positive_reference,,0.4321428571428571,,0.0
cholera,LSTM,proxy_robust_z,4.0,10,0,125.55849528656006,31.6,13.082643293904928,,,,,,,0.6238095238095238,0.3761904761904762,,not_applicable_no_positive_reference,,0.4321428571428571,,-0.05595238095238092
cholera,LSTM,proxy_robust_z,4.5,10,0,137.51870641498564,27.5,11.616559062151083,,,,,,,0.6726190476190477,0.3273809523809524,,not_applicable_no_positive_reference,,0.4321428571428571,,-0.10476190476190472
cholera,LSTM,proxy_robust_z,5.0,10,0,149.47891754341126,24.0,9.213516640723501,,,,,,,0.7142857142857143,0.2857142857142857,,not_applicable_no_positive_reference,,0.4321428571428571,,-0.1464285714285714
cholera,NFGA-Core,injected_10pct,2.0,10,8,705.4684941582425,13.1,13.34541119636259,0.5151901669758813,0.29397711242271346,0.575,0.21408720964441882,0.4996778805989332,0.20888208519385984,0.8881578947368421,0.1118421052631579,0.7315789473684211,applicable,0.5542779588832221,0.03289473684210526,-0.05460007828428887,0.07894736842105263
cholera,NFGA-Core,injected_10pct,2.5,10,8,735.4983282659122,11.6,11.587349423689037,0.5378571428571428,0.2937975823596115,0.5375,0.22087263801164286,0.4916358543417367,0.1986746129595667,0.9039473684210526,0.09605263157894736,0.7207236842105262,applicable,0.5542779588832221,0.03289473684210526,-0.06264210454148539,0.06315789473684211
cholera,NFGA-Core,injected_10pct,3.0,10,8,765.5281623735818,9.5,8.514693182963201,0.574882081865004,0.2834409921218687,0.5,0.22047927592204922,0.48660406260406264,0.17274644322368898,0.9276315789473685,0.07236842105263157,0.7138157894736843,applicable,0.5542779588832221,0.03289473684210526,-0.06767389627915943,0.03947368421052631
cholera,NFGA-Core,injected_10pct,3.5,10,8,795.5579964812515,6.5,3.24037034920393,0.6866375291375292,0.24665282347372974,0.5,0.22047927592204922,0.5542779588832221,0.19079147825170048,0.9671052631578947,0.03289473684210526,0.7335526315789475,applicable,0.5542779588832221,0.03289473684210526,0.0,0.0
cholera,NFGA-Core,injected_10pct,4.0,10,8,825.5878305889212,5.8,2.573367875415838,0.7581060606060606,0.26816280677920273,0.5,0.22047927592204922,0.5814665597560335,0.21402788590939256,0.9763157894736842,0.023684210526315787,0.7381578947368421,applicable,0.5542779588832221,0.03289473684210526,0.027188600872811386,-0.009210526315789475
cholera,NFGA-Core,injected_10pct,4.5,10,8,855.617664696591,5.4,2.3190036174568114,0.7725,0.2561602146227153,0.475,0.18446619684315546,0.570510323010323,0.1904556992309446,0.9789473684210526,0.021052631578947368,0.7269736842105263,applicable,0.5542779588832221,0.03289473684210526,0.01623236412710094,-0.011842105263157893
cholera,NFGA-Core,injected_10pct,5.0,10,8,885.6474988042605,5.1,2.1317702607092643,0.8008333333333333,0.2589285258164528,0.4625,0.15645819462932156,0.5693975142504554,0.17117409757568566,0.9815789473684211,0.018421052631578946,0.7220394736842105,applicable,0.5542779588832221,0.03289473684210526,0.015119555367233306,-0.014473684210526316
cholera,NFGA-Core,injected_5pct,2.0,10,4,705.4684941582425,20.0,15.275252316519467,0.3788904428904429,0.34796370391505255,1.0,0.0,0.4798463533897884,0.31034277736361093,0.8,0.2,0.9,applicable,0.550952380952381,0.14625,-0.07110602756259254,0.05375000000000002
cholera,NFGA-Core,injected_5pct,2.5,10,4,735.4983282659122,18.3,14.981840860039714,0.3976767676767677,0.3389591069676496,1.0,0.0,0.5045017129762892,0.2995888755501044,0.82125,0.17875000000000002,0.9106249999999999,applicable,0.550952380952381,0.14625,-0.046450667976091764,0.03250000000000003
cholera,NFGA-Core,injected_5pct,3.0,10,4,765.5281623735818,17.3,14.29879559807593,0.4119780219780219,0.33387268909309514,1.0,0.0,0.5216825396825396,0.2949675440108967,0.83375,0.16625,0.9168749999999999,applicable,0.550952380952381,0.14625,-0.029269841269841335,0.020000000000000018
cholera,NFGA-Core,injected_5pct,3.5,10,4,795.5579964812515,15.7,12.490440789304078,0.4387878787878788,0.3284142705000108,1.0,0.0,0.550952380952381,0.2918395449212526,0.85375,0.14625,0.9268750000000001,applicable,0.550952380952381,0.14625,0.0,0.0
cholera,NFGA-Core,injected_5pct,4.0,10,4,825.5878305889212,14.5,10.9671225842414,0.45606463651961027,0.3250317135368646,1.0,0.0,0.5696096496096497,0.28728445992761825,0.86875,0.13125,0.934375,applicable,0.550952380952381,0.14625,0.01865726865726869,-0.014999999999999986
cholera,NFGA-Core,injected_5pct,4.5,10,4,855.617664696591,12.9,8.812238963825003,0.4813564213564213,0.32055871925657903,1.0,0.0,0.5961895122421439,0.27958582004003546,0.8887499999999999,0.11125,0.944375,applicable,0.550952380952381,0.14625,0.04523713128976292,-0.03499999999999999
cholera,NFGA-Core,injected_5pct,5.0,10,4,885.6474988042605,11.2,7.146094504459528,0.5149379859906176,0.3081342117832586,1.0,0.0,0.6321884764851516,0.26351864372347733,0.9099999999999999,0.09,0.9550000000000001,applicable,0.550952380952381,0.14625,0.08123609553277067,-0.056249999999999994
cholera,NFGA-Core,proxy_robust_z,2.0,10,0,705.4684941582425,15.5,17.456294630368216,,,,,,,0.8154761904761905,0.18452380952380953,,not_applicable_no_positive_reference,,0.08928571428571427,,0.09523809523809526
cholera,NFGA-Core,proxy_robust_z,2.5,10,0,735.4983282659122,13.8,15.67588381346753,,,,,,,0.8357142857142857,0.16428571428571428,,not_applicable_no_positive_reference,,0.08928571428571427,,0.07500000000000001
cholera,NFGA-Core,proxy_robust_z,3.0,10,0,765.5281623735818,11.5,13.874436925511608,,,,,,,0.8630952380952381,0.13690476190476192,,not_applicable_no_positive_reference,,0.08928571428571427,,0.047619047619047644
cholera,NFGA-Core,proxy_robust_z,3.5,10,0,795.5579964812515,7.5,11.306340404097753,,,,,,,0.9107142857142858,0.08928571428571427,,not_applicable_no_positive_reference,,0.08928571428571427,,0.0
cholera,NFGA-Core,proxy_robust_z,4.0,10,0,825.5878305889212,6.1,10.877601859887235,,,,,,,0.9273809523809524,0.07261904761904762,,not_applicable_no_positive_reference,,0.08928571428571427,,-0.01666666666666665
cholera,NFGA-Core,proxy_robust_z,4.5,10,0,855.617664696591,5.1,9.643074659510258,,,,,,,0.9392857142857143,0.06071428571428572,,not_applicable_no_positive_reference,,0.08928571428571427,,-0.028571428571428553
cholera,NFGA-Core,proxy_robust_z,5.0,10,0,885.6474988042605,4.5,8.934950102453474,,,,,,,0.9464285714285715,0.05357142857142857,,not_applicable_no_positive_reference,,0.08928571428571427,,-0.035714285714285705
cholera,NFGA-LINEAR,injected_10pct,2.0,10,8,348.7255867548215,8.8,0.7888106377466154,0.45777777777777773,0.040164271738447284,0.5,0.0,0.4771241830065359,0.022110874869481968,0.9368421052631579,0.06315789473684211,0.718421052631579,applicable,0.5078431372549019,0.05,-0.030718954248366015,0.013157894736842105
cholera,NFGA-LINEAR,injected_10pct,2.5,10,8,372.4316056093643,8.4,1.0749676997731399,0.4836507936507936,0.06503439750703077,0.5,0.0,0.4897385620915033,0.03281605555972624,0.9421052631578947,0.05789473684210526,0.7210526315789474,applicable,0.5078431372549019,0.05,-0.01810457516339864,0.00789473684210526
cholera,NFGA-LINEAR,injected_10pct,3.0,10,8,396.13762446390706,8.2,1.1352924243950933,0.4963492063492064,0.06881582451639791,0.5,0.0,0.4960130718954249,0.034692483740681575,0.9447368421052632,0.055263157894736833,0.7223684210526315,applicable,0.5078431372549019,0.05,-0.01183006535947706,0.005263157894736831
cholera,NFGA-LINEAR,injected_10pct,3.5,10,8,419.84364331844984,7.8,0.9189365834726815,0.519047619047619,0.05882303538491976,0.5,0.0,0.5078431372549019,0.028935874014612624,0.95,0.05,0.725,applicable,0.5078431372549019,0.05,0.0,0.0
cholera,NFGA-LINEAR,injected_10pct,4.0,10,8,443.5496621729926,7.7,0.8232726023485646,0.5246031746031746,0.05336445090368111,0.5,0.0,0.5107843137254902,0.02608244436501296,0.9513157894736842,0.04868421052631579,0.7256578947368421,applicable,0.5078431372549019,0.05,0.002941176470588225,-0.0013157894736842146
cholera,NFGA-LINEAR,injected_10pct,4.5,10,8,467.2556810275354,7.5,0.7071067811865475,0.5373015873015873,0.04688589043727595,0.5,0.0,0.5170588235294118,0.022660989405939004,0.9539473684210525,0.046052631578947366,0.7269736842105263,applicable,0.5078431372549019,0.05,0.00921568627450986,-0.003947368421052637
cholera,NFGA-LINEAR,injected_10pct,5.0,10,8,490.96169988207816,7.3,0.4830458915396479,0.55,0.0345032779671177,0.5,0.0,0.5233333333333333,0.016101529717988245,0.9565789473684211,0.043421052631578944,0.7282894736842105,applicable,0.5078431372549019,0.05,0.015490196078431384,-0.006578947368421059
cholera,NFGA-LINEAR,injected_5pct,2.0,10,4,348.7255867548215,9.9,0.7378647873726218,0.40606060606060607,0.030190588244390408,1.0,0.0,0.576996336996337,0.030530304794647724,0.9262499999999999,0.07375,0.963125,applicable,0.6278388278388278,0.06,-0.05084249084249082,0.013749999999999998
cholera,NFGA-LINEAR,injected_5pct,2.5,10,4,372.4316056093643,9.3,1.05934990547138,0.4352525252525252,0.05038245502237866,1.0,0.0,0.6049816849816849,0.04861216677692072,0.9337500000000001,0.06625,0.9668749999999999,applicable,0.6278388278388278,0.06,-0.02285714285714291,0.0062500000000000056
cholera,NFGA-LINEAR,injected_5pct,3.0,10,4,396.13762446390706,9.1,0.994428926011753,0.4444444444444445,0.049690399499995305,1.0,0.0,0.6139194139194138,0.047326990165081885,0.93625,0.06375,0.968125,applicable,0.6278388278388278,0.06,-0.013919413919413981,0.0037500000000000033
cholera,NFGA-LINEAR,injected_5pct,3.5,10,4,419.84364331844984,8.8,0.9189365834726814,0.45888888888888885,0.0462740687381792,1.0,0.0,0.6278388278388278,0.04396282677283551,0.9400000000000001,0.06,0.97,applicable,0.6278388278388278,0.06,0.0,0.0
cholera,NFGA-LINEAR,injected_5pct,4.0,10,4,443.5496621729926,8.7,0.8232726023485646,0.46333333333333326,0.04191898908717308,1.0,0.0,0.6322344322344322,0.03968535727763565,0.9412499999999999,0.058750000000000004,0.9706250000000001,applicable,0.6278388278388278,0.06,0.00439560439560438,-0.0012499999999999942
cholera,NFGA-LINEAR,injected_5pct,4.5,10,4,467.2556810275354,8.4,0.5163977794943222,0.47777777777777775,0.02868876552746236,1.0,0.0,0.6461538461538462,0.026481937409965187,0.945,0.05500000000000001,0.9724999999999999,applicable,0.6278388278388278,0.06,0.01831501831501836,-0.0049999999999999906
cholera,NFGA-LINEAR,injected_5pct,5.0,10,4,490.96169988207816,8.2,0.42163702135578385,0.48888888888888893,0.02342427896421023,1.0,0.0,0.6564102564102564,0.021622411351578642,0.9475,0.052500000000000005,0.9737500000000001,applicable,0.6278388278388278,0.06,0.02857142857142858,-0.007499999999999993
cholera,NFGA-LINEAR,proxy_robust_z,2.0,10,0,348.7255867548215,1.9,0.9944289260117531,,,,,,,0.9773809523809524,0.022619047619047615,,not_applicable_no_positive_reference,,0.009523809523809523,,0.013095238095238092
cholera,NFGA-LINEAR,proxy_robust_z,2.5,10,0,372.4316056093643,1.5,1.2692955176439846,,,,,,,0.9821428571428571,0.017857142857142856,,not_applicable_no_positive_reference,,0.009523809523809523,,0.008333333333333333
cholera,NFGA-LINEAR,proxy_robust_z,3.0,10,0,396.13762446390706,1.1,1.1005049346146119,,,,,,,0.9869047619047618,0.013095238095238094,,not_applicable_no_positive_reference,,0.009523809523809523,,0.003571428571428571
cholera,NFGA-LINEAR,proxy_robust_z,3.5,10,0,419.84364331844984,0.8,0.9189365834726815,,,,,,,0.9904761904761905,0.009523809523809523,,not_applicable_no_positive_reference,,0.009523809523809523,,0.0
cholera,NFGA-LINEAR,proxy_robust_z,4.0,10,0,443.5496621729926,0.8,0.9189365834726815,,,,,,,0.9904761904761905,0.009523809523809523,,not_applicable_no_positive_reference,,0.009523809523809523,,0.0
cholera,NFGA-LINEAR,proxy_robust_z,4.5,10,0,467.2556810275354,0.5,0.7071067811865476,,,,,,,0.994047619047619,0.005952380952380952,,not_applicable_no_positive_reference,,0.009523809523809523,,-0.003571428571428571
cholera,NFGA-LINEAR,proxy_robust_z,5.0,10,0,490.96169988207816,0.4,0.6992058987801011,,,,,,,0.9952380952380953,0.0047619047619047615,,not_applicable_no_positive_reference,,0.009523809523809523,,-0.0047619047619047615
cholera,Persistence,injected_10pct,2.0,1,8,708.4621999999999,7.0,,0.5714285714285714,,0.5,,0.5333333333333333,,0.9605263157894737,0.039473684210526314,0.7302631578947368,applicable,0.46153846153846156,0.02631578947368421,0.07179487179487176,0.013157894736842105
cholera,Persistence,injected_10pct,2.5,1,8,837.0777499999999,7.0,,0.5714285714285714,,0.5,,0.5333333333333333,,0.9605263157894737,0.039473684210526314,0.7302631578947368,applicable,0.46153846153846156,0.02631578947368421,0.07179487179487176,0.013157894736842105
cholera,Persistence,injected_10pct,3.0,1,8,965.6933,6.0,,0.5,,0.375,,0.42857142857142855,,0.9605263157894737,0.039473684210526314,0.6677631578947368,applicable,0.46153846153846156,0.02631578947368421,-0.032967032967033016,0.013157894736842105
cholera,Persistence,injected_10pct,3.5,1,8,1094.30885,5.0,,0.6,,0.375,,0.46153846153846156,,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable,0.46153846153846156,0.02631578947368421,0.0,0.0
cholera,Persistence,injected_10pct,4.0,1,8,1222.9243999999999,5.0,,0.6,,0.375,,0.46153846153846156,,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable,0.46153846153846156,0.02631578947368421,0.0,0.0
cholera,Persistence,injected_10pct,4.5,1,8,1351.5399499999999,5.0,,0.6,,0.375,,0.46153846153846156,,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable,0.46153846153846156,0.02631578947368421,0.0,0.0
cholera,Persistence,injected_10pct,5.0,1,8,1480.1554999999998,5.0,,0.6,,0.375,,0.46153846153846156,,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable,0.46153846153846156,0.02631578947368421,0.0,0.0
cholera,Persistence,injected_5pct,2.0,1,4,708.4621999999999,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,injected_5pct,2.5,1,4,837.0777499999999,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,injected_5pct,3.0,1,4,965.6933,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,injected_5pct,3.5,1,4,1094.30885,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,injected_5pct,4.0,1,4,1222.9243999999999,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,injected_5pct,4.5,1,4,1351.5399499999999,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,injected_5pct,5.0,1,4,1480.1554999999998,8.0,,0.5,,1.0,,0.6666666666666666,,0.95,0.05,0.975,applicable,0.6666666666666666,0.05,0.0,0.0
cholera,Persistence,proxy_robust_z,2.0,1,0,708.4621999999999,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,Persistence,proxy_robust_z,2.5,1,0,837.0777499999999,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,Persistence,proxy_robust_z,3.0,1,0,965.6933,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,Persistence,proxy_robust_z,3.5,1,0,1094.30885,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,Persistence,proxy_robust_z,4.0,1,0,1222.9243999999999,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,Persistence,proxy_robust_z,4.5,1,0,1351.5399499999999,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,Persistence,proxy_robust_z,5.0,1,0,1480.1554999999998,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,injected_10pct,2.0,1,8,10838.6152,3.0,,1.0,,0.375,,0.5454545454545454,,1.0,0.0,0.6875,applicable,0.4,0.0,0.1454545454545454,0.0
cholera,SeasonalNaive,injected_10pct,2.5,1,8,12785.268999999998,3.0,,1.0,,0.375,,0.5454545454545454,,1.0,0.0,0.6875,applicable,0.4,0.0,0.1454545454545454,0.0
cholera,SeasonalNaive,injected_10pct,3.0,1,8,14731.9228,2.0,,1.0,,0.25,,0.4,,1.0,0.0,0.625,applicable,0.4,0.0,0.0,0.0
cholera,SeasonalNaive,injected_10pct,3.5,1,8,16678.5766,2.0,,1.0,,0.25,,0.4,,1.0,0.0,0.625,applicable,0.4,0.0,0.0,0.0
cholera,SeasonalNaive,injected_10pct,4.0,1,8,18625.2304,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.5,applicable,0.4,0.0,-0.4,0.0
cholera,SeasonalNaive,injected_10pct,4.5,1,8,20571.8842,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.5,applicable,0.4,0.0,-0.4,0.0
cholera,SeasonalNaive,injected_10pct,5.0,1,8,22518.537999999997,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.5,applicable,0.4,0.0,-0.4,0.0
cholera,SeasonalNaive,injected_5pct,2.0,1,4,10838.6152,4.0,,1.0,,1.0,,1.0,,1.0,0.0,1.0,applicable,0.6666666666666666,0.0,0.33333333333333337,0.0
cholera,SeasonalNaive,injected_5pct,2.5,1,4,12785.268999999998,3.0,,1.0,,0.75,,0.8571428571428571,,1.0,0.0,0.875,applicable,0.6666666666666666,0.0,0.19047619047619047,0.0
cholera,SeasonalNaive,injected_5pct,3.0,1,4,14731.9228,2.0,,1.0,,0.5,,0.6666666666666666,,1.0,0.0,0.75,applicable,0.6666666666666666,0.0,0.0,0.0
cholera,SeasonalNaive,injected_5pct,3.5,1,4,16678.5766,2.0,,1.0,,0.5,,0.6666666666666666,,1.0,0.0,0.75,applicable,0.6666666666666666,0.0,0.0,0.0
cholera,SeasonalNaive,injected_5pct,4.0,1,4,18625.2304,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.5,applicable,0.6666666666666666,0.0,-0.6666666666666666,0.0
cholera,SeasonalNaive,injected_5pct,4.5,1,4,20571.8842,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.5,applicable,0.6666666666666666,0.0,-0.6666666666666666,0.0
cholera,SeasonalNaive,injected_5pct,5.0,1,4,22518.537999999997,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.5,applicable,0.6666666666666666,0.0,-0.6666666666666666,0.0
cholera,SeasonalNaive,proxy_robust_z,2.0,1,0,10838.6152,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,proxy_robust_z,2.5,1,0,12785.268999999998,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,proxy_robust_z,3.0,1,0,14731.9228,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,proxy_robust_z,3.5,1,0,16678.5766,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,proxy_robust_z,4.0,1,0,18625.2304,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,proxy_robust_z,4.5,1,0,20571.8842,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,SeasonalNaive,proxy_robust_z,5.0,1,0,22518.537999999997,0.0,,,,,,,,1.0,0.0,,not_applicable_no_positive_reference,,0.0,,0.0
cholera,XGBoost,injected_10pct,2.0,10,8,249.78795236293848,35.2,1.6865480854231354,0.13964484004731684,0.018964028531148182,0.6125,0.07095577652469333,0.22736380764198957,0.029766537592646813,0.6013157894736841,0.3986842105263158,0.6069078947368421,applicable,0.21989100794054353,0.33289473684210524,0.007472799701446042,0.06578947368421056
cholera,XGBoost,injected_10pct,2.5,10,8,288.4832565241651,33.7,1.7029386365926404,0.13398707699110926,0.01843740856350807,0.5625,0.06588078458684124,0.21634050483454909,0.02857961428497729,0.6157894736842106,0.38421052631578945,0.5891447368421052,applicable,0.21989100794054353,0.33289473684210524,-0.003550503105994446,0.051315789473684204
cholera,XGBoost,injected_10pct,3.0,10,8,327.17856068539174,31.8,1.6865480854231356,0.13531183337426383,0.01426222572003399,0.5375,0.060380736442456,0.21610830355180596,0.022595558179995288,0.6381578947368421,0.36184210526315785,0.5878289473684211,applicable,0.21989100794054353,0.33289473684210524,-0.0037827043887375678,0.02894736842105261
cholera,XGBoost,injected_10pct,3.5,10,8,365.8738648466183,29.4,2.0110804171997807,0.1401101651407547,0.015044974245408734,0.5125,0.03952847075210475,0.21989100794054353,0.021397588161758813,0.6671052631578948,0.33289473684210524,0.5898026315789473,applicable,0.21989100794054353,0.33289473684210524,0.0,0.0
cholera,XGBoost,injected_10pct,4.0,10,8,404.56916900784495,26.7,1.8287822299126937,0.13903608269125511,0.01996814754334776,0.4625,0.060380736442455986,0.2136346979845432,0.02929411213974902,0.6973684210526316,0.3026315789473684,0.5799342105263158,applicable,0.21989100794054353,0.33289473684210524,-0.006256309956000322,-0.030263157894736825
cholera,XGBoost,injected_10pct,4.5,10,8,443.2644731690715,24.3,2.8303906287138374,0.1528894917620555,0.018675467523030502,0.4625,0.060380736442455986,0.2293212381588355,0.026360029203959124,0.7289473684210527,0.2710526315789473,0.5957236842105262,applicable,0.21989100794054353,0.33289473684210524,0.00943023021829198,-0.06184210526315792
cholera,XGBoost,injected_10pct,5.0,10,8,481.95977733029815,21.6,3.1340424729448424,0.15021527550387423,0.023716371029654123,0.4,0.052704627669473,0.21756181046228812,0.02955971558689578,0.7578947368421052,0.24210526315789474,0.5789473684210527,applicable,0.21989100794054353,0.33289473684210524,-0.0023291974782554126,-0.0907894736842105
cholera,XGBoost,injected_5pct,2.0,10,4,249.78795236293848,41.6,2.590581230363393,0.0964768203480022,0.005773845692117685,1.0,0.0,0.1759303759158355,0.009633903877215867,0.53,0.47000000000000003,0.765,applicable,0.20581896756479554,0.38875,-0.029888591648960045,0.08125000000000004
cholera,XGBoost,injected_5pct,2.5,10,4,288.4832565241651,40.4,2.4129281427805145,0.0993355842924461,0.00607119086953742,1.0,0.0,0.1806695023167712,0.010021213175606145,0.545,0.45499999999999996,0.7725,applicable,0.20581896756479554,0.38875,-0.025149465248024333,0.06624999999999998
cholera,XGBoost,injected_5pct,3.0,10,4,327.17856068539174,37.8,2.2997584414213783,0.10619129978565152,0.006796619365341555,1.0,0.0,0.19193337704965613,0.011046245224656078,0.5774999999999999,0.4225,0.7887500000000001,applicable,0.20581896756479554,0.38875,-0.013885590515139407,0.03375
cholera,XGBoost,injected_5pct,3.5,10,4,365.8738648466183,35.1,3.0713731999438516,0.11480816187045502,0.010806307460966502,1.0,0.0,0.20581896756479554,0.01723951118866867,0.61125,0.38875,0.805625,applicable,0.20581896756479554,0.38875,0.0,0.0
cholera,XGBoost,injected_5pct,4.0,10,4,404.56916900784495,31.7,3.4009802508492553,0.1277162722371451,0.015992447870190017,1.0,0.0,0.22618991171622752,0.02463205614001213,0.6537499999999999,0.34625,0.826875,applicable,0.20581896756479554,0.38875,0.02037094415143198,-0.04249999999999998
cholera,XGBoost,injected_5pct,4.5,10,4,443.2644731690715,28.1,4.2282121254470875,0.14554227960067784,0.02403214642215082,1.0,0.0,0.2534233467754373,0.03595461902872417,0.69875,0.30125,0.849375,applicable,0.20581896756479554,0.38875,0.047604379210641784,-0.08749999999999997
