dataset,model,stochastic,seed,scenario,k_mad,threshold,residual_median,residual_mad,n_eval,prediction_file,TP,FP,TN,FN,n_reference_anomalies,n_detected,Precision,Recall,F1,Specificity,FalsePositiveRate,BalancedAccuracy,metric_status
cholera,Persistence,False,0,injected_5pct,2.0,708.4621999999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_5pct,2.5,837.0777499999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_5pct,3.0,965.6933,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_5pct,3.5,1094.30885,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_5pct,4.0,1222.9243999999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_5pct,4.5,1351.5399499999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_5pct,5.0,1480.1554999999998,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_5pct.csv,4,4,76,0,4,8,0.5,1.0,0.6666666666666666,0.95,0.05,0.975,applicable
cholera,Persistence,False,0,injected_10pct,2.0,708.4621999999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,4,3,73,4,8,7,0.5714285714285714,0.5,0.5333333333333333,0.9605263157894737,0.039473684210526314,0.7302631578947368,applicable
cholera,Persistence,False,0,injected_10pct,2.5,837.0777499999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,4,3,73,4,8,7,0.5714285714285714,0.5,0.5333333333333333,0.9605263157894737,0.039473684210526314,0.7302631578947368,applicable
cholera,Persistence,False,0,injected_10pct,3.0,965.6933,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,3,3,73,5,8,6,0.5,0.375,0.42857142857142855,0.9605263157894737,0.039473684210526314,0.6677631578947368,applicable
cholera,Persistence,False,0,injected_10pct,3.5,1094.30885,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,3,2,74,5,8,5,0.6,0.375,0.46153846153846156,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable
cholera,Persistence,False,0,injected_10pct,4.0,1222.9243999999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,3,2,74,5,8,5,0.6,0.375,0.46153846153846156,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable
cholera,Persistence,False,0,injected_10pct,4.5,1351.5399499999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,3,2,74,5,8,5,0.6,0.375,0.46153846153846156,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable
cholera,Persistence,False,0,injected_10pct,5.0,1480.1554999999998,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_injected_10pct.csv,3,2,74,5,8,5,0.6,0.375,0.46153846153846156,0.9736842105263158,0.02631578947368421,0.674342105263158,applicable
cholera,Persistence,False,0,proxy_robust_z,2.0,708.4621999999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,Persistence,False,0,proxy_robust_z,2.5,837.0777499999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,Persistence,False,0,proxy_robust_z,3.0,965.6933,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,Persistence,False,0,proxy_robust_z,3.5,1094.30885,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,Persistence,False,0,proxy_robust_z,4.0,1222.9243999999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,Persistence,False,0,proxy_robust_z,4.5,1351.5399499999999,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,Persistence,False,0,proxy_robust_z,5.0,1480.1554999999998,194.0,173.5,84,results/stage3_statistical_baselines/predictions/cholera_persistence_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,injected_5pct,2.0,10838.6152,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,4,0,80,0,4,4,1.0,1.0,1.0,1.0,0.0,1.0,applicable
cholera,SeasonalNaive,False,0,injected_5pct,2.5,12785.268999999998,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,3,0,80,1,4,3,1.0,0.75,0.8571428571428571,1.0,0.0,0.875,applicable
cholera,SeasonalNaive,False,0,injected_5pct,3.0,14731.9228,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,2,0,80,2,4,2,1.0,0.5,0.6666666666666666,1.0,0.0,0.75,applicable
cholera,SeasonalNaive,False,0,injected_5pct,3.5,16678.5766,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,2,0,80,2,4,2,1.0,0.5,0.6666666666666666,1.0,0.0,0.75,applicable
cholera,SeasonalNaive,False,0,injected_5pct,4.0,18625.2304,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,0,0,80,4,4,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
cholera,SeasonalNaive,False,0,injected_5pct,4.5,20571.8842,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,0,0,80,4,4,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
cholera,SeasonalNaive,False,0,injected_5pct,5.0,22518.537999999997,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_5pct.csv,0,0,80,4,4,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
cholera,SeasonalNaive,False,0,injected_10pct,2.0,10838.6152,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,3,0,76,5,8,3,1.0,0.375,0.5454545454545454,1.0,0.0,0.6875,applicable
cholera,SeasonalNaive,False,0,injected_10pct,2.5,12785.268999999998,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,3,0,76,5,8,3,1.0,0.375,0.5454545454545454,1.0,0.0,0.6875,applicable
cholera,SeasonalNaive,False,0,injected_10pct,3.0,14731.9228,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,2,0,76,6,8,2,1.0,0.25,0.4,1.0,0.0,0.625,applicable
cholera,SeasonalNaive,False,0,injected_10pct,3.5,16678.5766,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,2,0,76,6,8,2,1.0,0.25,0.4,1.0,0.0,0.625,applicable
cholera,SeasonalNaive,False,0,injected_10pct,4.0,18625.2304,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,0,0,76,8,8,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
cholera,SeasonalNaive,False,0,injected_10pct,4.5,20571.8842,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,0,0,76,8,8,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
cholera,SeasonalNaive,False,0,injected_10pct,5.0,22518.537999999997,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_injected_10pct.csv,0,0,76,8,8,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
cholera,SeasonalNaive,False,0,proxy_robust_z,2.0,10838.6152,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,proxy_robust_z,2.5,12785.268999999998,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,proxy_robust_z,3.0,14731.9228,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,proxy_robust_z,3.5,16678.5766,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,proxy_robust_z,4.0,18625.2304,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,proxy_robust_z,4.5,20571.8842,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,SeasonalNaive,False,0,proxy_robust_z,5.0,22518.537999999997,3052.0,2626.0,84,results/stage3_statistical_baselines/predictions/cholera_seasonalnaive_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,injected_5pct,2.0,752.5222520227669,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_5pct,2.5,888.4920712942305,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_5pct,3.0,1024.4618905656941,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_5pct,3.5,1160.4317098371575,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_5pct,4.0,1296.4015291086212,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_5pct,4.5,1432.3713483800848,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_5pct,5.0,1568.3411676515484,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_5pct.csv,4,13,67,0,4,17,0.23529411764705882,1.0,0.38095238095238093,0.8375,0.1625,0.91875,applicable
cholera,ARIMA,False,0,injected_10pct,2.0,752.5222520227669,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,4,9,67,4,8,13,0.3076923076923077,0.5,0.38095238095238093,0.881578947368421,0.11842105263157894,0.6907894736842105,applicable
cholera,ARIMA,False,0,injected_10pct,2.5,888.4920712942305,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,3,9,67,5,8,12,0.25,0.375,0.3,0.881578947368421,0.11842105263157894,0.6282894736842105,applicable
cholera,ARIMA,False,0,injected_10pct,3.0,1024.4618905656941,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,3,9,67,5,8,12,0.25,0.375,0.3,0.881578947368421,0.11842105263157894,0.6282894736842105,applicable
cholera,ARIMA,False,0,injected_10pct,3.5,1160.4317098371575,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,3,9,67,5,8,12,0.25,0.375,0.3,0.881578947368421,0.11842105263157894,0.6282894736842105,applicable
cholera,ARIMA,False,0,injected_10pct,4.0,1296.4015291086212,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,3,8,68,5,8,11,0.2727272727272727,0.375,0.3157894736842105,0.8947368421052632,0.10526315789473684,0.6348684210526316,applicable
cholera,ARIMA,False,0,injected_10pct,4.5,1432.3713483800848,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,3,8,68,5,8,11,0.2727272727272727,0.375,0.3157894736842105,0.8947368421052632,0.10526315789473684,0.6348684210526316,applicable
cholera,ARIMA,False,0,injected_10pct,5.0,1568.3411676515484,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_injected_10pct.csv,3,6,70,5,8,9,0.3333333333333333,0.375,0.35294117647058826,0.9210526315789473,0.07894736842105263,0.6480263157894737,applicable
cholera,ARIMA,False,0,proxy_robust_z,2.0,752.5222520227669,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,proxy_robust_z,2.5,888.4920712942305,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,proxy_robust_z,3.0,1024.4618905656941,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,proxy_robust_z,3.5,1160.4317098371575,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,proxy_robust_z,4.0,1296.4015291086212,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,proxy_robust_z,4.5,1432.3713483800848,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,ARIMA,False,0,proxy_robust_z,5.0,1568.3411676515484,208.6429749369126,183.4207733326097,84,results/stage3_statistical_baselines/predictions/cholera_arima_proxy_robust_z.csv,0,0,84,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
cholera,XGBoost,True,110,injected_5pct,2.0,249.78795236293848,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,35,45,0,4,39,0.10256410256410256,1.0,0.18604651162790697,0.5625,0.4375,0.78125,applicable
cholera,XGBoost,True,110,injected_5pct,2.5,288.4832565241651,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,35,45,0,4,39,0.10256410256410256,1.0,0.18604651162790697,0.5625,0.4375,0.78125,applicable
cholera,XGBoost,True,110,injected_5pct,3.0,327.17856068539174,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,34,46,0,4,38,0.10526315789473684,1.0,0.19047619047619047,0.575,0.425,0.7875,applicable
cholera,XGBoost,True,110,injected_5pct,3.5,365.8738648466183,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,28,52,0,4,32,0.125,1.0,0.2222222222222222,0.65,0.35,0.825,applicable
cholera,XGBoost,True,110,injected_5pct,4.0,404.56916900784495,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,27,53,0,4,31,0.12903225806451613,1.0,0.22857142857142856,0.6625,0.3375,0.83125,applicable
cholera,XGBoost,True,110,injected_5pct,4.5,443.2644731690715,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,22,58,0,4,26,0.15384615384615385,1.0,0.26666666666666666,0.725,0.275,0.8625,applicable
cholera,XGBoost,True,110,injected_5pct,5.0,481.95977733029815,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_110_injected_5pct.csv,4,17,63,0,4,21,0.19047619047619047,1.0,0.32,0.7875,0.2125,0.89375,applicable
cholera,XGBoost,True,11,injected_5pct,2.0,249.78795236293848,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,40,40,0,4,44,0.09090909090909091,1.0,0.16666666666666666,0.5,0.5,0.75,applicable
cholera,XGBoost,True,11,injected_5pct,2.5,288.4832565241651,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,40,40,0,4,44,0.09090909090909091,1.0,0.16666666666666666,0.5,0.5,0.75,applicable
cholera,XGBoost,True,11,injected_5pct,3.0,327.17856068539174,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,35,45,0,4,39,0.10256410256410256,1.0,0.18604651162790697,0.5625,0.4375,0.78125,applicable
cholera,XGBoost,True,11,injected_5pct,3.5,365.8738648466183,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,33,47,0,4,37,0.10810810810810811,1.0,0.1951219512195122,0.5875,0.4125,0.79375,applicable
cholera,XGBoost,True,11,injected_5pct,4.0,404.56916900784495,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,28,52,0,4,32,0.125,1.0,0.2222222222222222,0.65,0.35,0.825,applicable
cholera,XGBoost,True,11,injected_5pct,4.5,443.2644731690715,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,27,53,0,4,31,0.12903225806451613,1.0,0.22857142857142856,0.6625,0.3375,0.83125,applicable
cholera,XGBoost,True,11,injected_5pct,5.0,481.95977733029815,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_11_injected_5pct.csv,4,23,57,0,4,27,0.14814814814814814,1.0,0.25806451612903225,0.7125,0.2875,0.85625,applicable
cholera,XGBoost,True,22,injected_5pct,2.0,249.78795236293848,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,43,37,0,4,47,0.0851063829787234,1.0,0.1568627450980392,0.4625,0.5375,0.73125,applicable
cholera,XGBoost,True,22,injected_5pct,2.5,288.4832565241651,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,39,41,0,4,43,0.09302325581395349,1.0,0.1702127659574468,0.5125,0.4875,0.75625,applicable
cholera,XGBoost,True,22,injected_5pct,3.0,327.17856068539174,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,37,43,0,4,41,0.0975609756097561,1.0,0.17777777777777778,0.5375,0.4625,0.76875,applicable
cholera,XGBoost,True,22,injected_5pct,3.5,365.8738648466183,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,34,46,0,4,38,0.10526315789473684,1.0,0.19047619047619047,0.575,0.425,0.7875,applicable
cholera,XGBoost,True,22,injected_5pct,4.0,404.56916900784495,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,29,51,0,4,33,0.12121212121212122,1.0,0.21621621621621623,0.6375,0.3625,0.81875,applicable
cholera,XGBoost,True,22,injected_5pct,4.5,443.2644731690715,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,28,52,0,4,32,0.125,1.0,0.2222222222222222,0.65,0.35,0.825,applicable
cholera,XGBoost,True,22,injected_5pct,5.0,481.95977733029815,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_22_injected_5pct.csv,4,26,54,0,4,30,0.13333333333333333,1.0,0.23529411764705882,0.675,0.325,0.8375,applicable
cholera,XGBoost,True,33,injected_5pct,2.0,249.78795236293848,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,37,43,0,4,41,0.0975609756097561,1.0,0.17777777777777778,0.5375,0.4625,0.76875,applicable
cholera,XGBoost,True,33,injected_5pct,2.5,288.4832565241651,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,37,43,0,4,41,0.0975609756097561,1.0,0.17777777777777778,0.5375,0.4625,0.76875,applicable
cholera,XGBoost,True,33,injected_5pct,3.0,327.17856068539174,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,32,48,0,4,36,0.1111111111111111,1.0,0.2,0.6,0.4,0.8,applicable
cholera,XGBoost,True,33,injected_5pct,3.5,365.8738648466183,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,31,49,0,4,35,0.11428571428571428,1.0,0.20512820512820512,0.6125,0.3875,0.80625,applicable
cholera,XGBoost,True,33,injected_5pct,4.0,404.56916900784495,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,30,50,0,4,34,0.11764705882352941,1.0,0.21052631578947367,0.625,0.375,0.8125,applicable
cholera,XGBoost,True,33,injected_5pct,4.5,443.2644731690715,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,25,55,0,4,29,0.13793103448275862,1.0,0.24242424242424243,0.6875,0.3125,0.84375,applicable
cholera,XGBoost,True,33,injected_5pct,5.0,481.95977733029815,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_33_injected_5pct.csv,4,20,60,0,4,24,0.16666666666666666,1.0,0.2857142857142857,0.75,0.25,0.875,applicable
cholera,XGBoost,True,44,injected_5pct,2.0,249.78795236293848,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,35,45,0,4,39,0.10256410256410256,1.0,0.18604651162790697,0.5625,0.4375,0.78125,applicable
cholera,XGBoost,True,44,injected_5pct,2.5,288.4832565241651,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,34,46,0,4,38,0.10526315789473684,1.0,0.19047619047619047,0.575,0.425,0.7875,applicable
cholera,XGBoost,True,44,injected_5pct,3.0,327.17856068539174,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,32,48,0,4,36,0.1111111111111111,1.0,0.2,0.6,0.4,0.8,applicable
cholera,XGBoost,True,44,injected_5pct,3.5,365.8738648466183,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,29,51,0,4,33,0.12121212121212122,1.0,0.21621621621621623,0.6375,0.3625,0.81875,applicable
cholera,XGBoost,True,44,injected_5pct,4.0,404.56916900784495,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,24,56,0,4,28,0.14285714285714285,1.0,0.25,0.7,0.3,0.85,applicable
cholera,XGBoost,True,44,injected_5pct,4.5,443.2644731690715,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,22,58,0,4,26,0.15384615384615385,1.0,0.26666666666666666,0.725,0.275,0.8625,applicable
cholera,XGBoost,True,44,injected_5pct,5.0,481.95977733029815,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_44_injected_5pct.csv,4,16,64,0,4,20,0.2,1.0,0.3333333333333333,0.8,0.2,0.9,applicable
cholera,XGBoost,True,55,injected_5pct,2.0,249.78795236293848,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_55_injected_5pct.csv,4,38,42,0,4,42,0.09523809523809523,1.0,0.17391304347826086,0.525,0.475,0.7625,applicable
cholera,XGBoost,True,55,injected_5pct,2.5,288.4832565241651,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_55_injected_5pct.csv,4,37,43,0,4,41,0.0975609756097561,1.0,0.17777777777777778,0.5375,0.4625,0.76875,applicable
cholera,XGBoost,True,55,injected_5pct,3.0,327.17856068539174,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_55_injected_5pct.csv,4,36,44,0,4,40,0.1,1.0,0.18181818181818182,0.55,0.45,0.775,applicable
cholera,XGBoost,True,55,injected_5pct,3.5,365.8738648466183,95.00673571803205,52.199250183767184,84,results/stage4_xgboost/predictions/cholera_xgboost_seed_55_injected_5pct.csv,4,34,46,0,4,38,0.10526315789473684,1.0,0.19047619047619047,0.575,0.425,0.7875,applicable
