dataset,detector,detector_category,stochastic,seed,scenario,window_size,n_fit_windows,n_validation_windows,validation_target_fpr,score_threshold,training_time_sec,inference_latency_sec,model_size_bytes,TP,FP,TN,FN,n_reference_anomalies,n_detected,Precision,Recall,F1,Specificity,FalsePositiveRate,BalancedAccuracy,metric_status
electricity,IsolationForest,independent_window_detector,True,110,injected_5pct,16,120,30,0.05,-0.030650468940225162,0.5545568699999421,0.00043360211904135734,1974076,0,12,28,2,2,12,0.0,0.0,0.0,0.7,0.3,0.35,applicable
electricity,IsolationForest,independent_window_detector,True,110,injected_10pct,16,120,30,0.05,-0.030650468940225162,0.5545568699999421,0.00047937683333051,1974076,3,22,16,1,4,25,0.12,0.75,0.20689655172413793,0.42105263157894735,0.5789473684210527,0.5855263157894737,applicable
electricity,IsolationForest,independent_window_detector,True,110,proxy_robust_z,16,120,30,0.05,-0.030650468940225162,0.5545568699999421,0.0004610587619113392,1974076,0,1,41,0,0,1,,,,0.9761904761904762,0.023809523809523808,,not_applicable_no_positive_reference
electricity,OneClassSVM,independent_window_detector,False,0,injected_5pct,16,120,30,0.05,-0.23079375581910055,0.0009145250005531125,9.702119032659712e-06,6854,2,29,11,0,2,31,0.06451612903225806,1.0,0.12121212121212122,0.275,0.725,0.6375,applicable
electricity,OneClassSVM,independent_window_detector,False,0,injected_10pct,16,120,30,0.05,-0.23079375581910055,0.0009145250005531125,8.722071427092443e-06,6854,4,35,3,0,4,39,0.10256410256410256,1.0,0.18604651162790697,0.07894736842105263,0.9210526315789473,0.5394736842105263,applicable
electricity,OneClassSVM,independent_window_detector,False,0,proxy_robust_z,16,120,30,0.05,-0.23079375581910055,0.0009145250005531125,8.381428566887431e-06,6854,0,20,22,0,0,20,,,,0.5238095238095238,0.47619047619047616,,not_applicable_no_positive_reference
electricity,LocalOutlierFactor,independent_window_detector,False,0,injected_5pct,16,120,30,0.05,-0.45936398383394694,0.0015567179998470237,1.7529928581574322e-05,37850,2,21,19,0,2,23,0.08695652173913043,1.0,0.16,0.475,0.525,0.7375,applicable
electricity,LocalOutlierFactor,independent_window_detector,False,0,injected_10pct,16,120,30,0.05,-0.45936398383394694,0.0015567179998470237,1.764802380507934e-05,37850,4,32,6,0,4,36,0.1111111111111111,1.0,0.2,0.15789473684210525,0.8421052631578947,0.5789473684210527,applicable
electricity,LocalOutlierFactor,independent_window_detector,False,0,proxy_robust_z,16,120,30,0.05,-0.45936398383394694,0.0015567179998470237,2.645352380914985e-05,37850,0,1,41,0,0,1,,,,0.9761904761904762,0.023809523809523808,,not_applicable_no_positive_reference
electricity,Robust-Z,independent_point_detector,False,0,injected_5pct,1,165,0,,3.5,0.0,1.7537380959506014e-06,16,0,0,40,2,2,0,0.0,0.0,0.0,1.0,0.0,0.5,applicable
electricity,Robust-Z,independent_point_detector,False,0,injected_10pct,1,165,0,,3.5,0.0,2.2734523857555664e-06,16,1,0,38,3,4,1,1.0,0.25,0.4,1.0,0.0,0.625,applicable
electricity,Robust-Z,independent_point_detector,False,0,proxy_robust_z,1,165,0,,3.5,0.0,2.1941190468732246e-06,16,0,0,42,0,0,0,,,,1.0,0.0,,not_applicable_no_positive_reference
