dataset,model,model_type,seed,scenario,n_eval,K,training_time_sec,mean_inference_latency_sec,model_size_bytes,generations_ran,final_objective,threshold,mean_max_membership,mean_membership,RMSE,MAE,sMAPE,R2,R2_manual,n_reference_anomalies,n_detected,Precision,Recall,F1,metric_status
ilinet,NFGA-Core,core,66,forecast_original,52,8,1.0978832099999636,7.132182690838818e-05,1664,40,0.46171341919019987,2.0323563160029625,0.5115218886114627,0.12499999994682588,0.794268975099554,0.5338145574897879,19.081768210367397,0.8293599836311645,0.8293599836311645,0,2,,,,forecast_only
ilinet,NFGA-Core,core,66,injected_5pct,52,8,1.0978832099999636,7.222374997931744e-05,1664,40,0.46171341919019987,2.0323563160029625,0.5248450772664498,0.12499999994401345,,,,,,3,4,0.25,0.3333333333333333,0.2857142857142857,applicable
ilinet,NFGA-Core,core,66,injected_10pct,52,8,1.0978832099999636,6.869434624744687e-05,1664,40,0.46171341919019987,2.0323563160029625,0.49206432083359974,0.12499999997979026,,,,,,5,2,0.0,0.0,0.0,applicable
ilinet,NFGA-Core,core,66,proxy_robust_z,52,8,1.0978832099999636,6.172517310705398e-05,1664,40,0.46171341919019987,2.0323563160029625,0.5115218886114627,0.12499999994682588,,,,,,11,2,1.0,0.18181818181818182,0.3076923076923077,applicable
ilinet,NFGA-Core,core,77,forecast_original,52,6,0.8106926480004404,7.313103856176895e-05,1248,40,0.440503415659884,2.0323563160029625,0.7509403261203867,0.16666666666640878,0.7245514204314573,0.5109895311174537,17.085385401882565,0.8580013842903849,0.8580013842903849,0,2,,,,forecast_only
ilinet,NFGA-Core,core,77,injected_5pct,52,6,0.8106926480004404,7.206036530778174e-05,1248,40,0.440503415659884,2.0323563160029625,0.7721079035011991,0.16666666666638655,,,,,,3,4,0.5,0.6666666666666666,0.5714285714285714,applicable
ilinet,NFGA-Core,core,77,injected_10pct,52,6,0.8106926480004404,6.801409620913127e-05,1248,40,0.440503415659884,2.0323563160029625,0.7635140450568579,0.16666666666641325,,,,,,5,5,0.4,0.4,0.4,applicable
ilinet,NFGA-Core,core,77,proxy_robust_z,52,6,0.8106926480004404,6.697332694854525e-05,1248,40,0.440503415659884,2.0323563160029625,0.7509403261203867,0.16666666666640878,,,,,,11,2,1.0,0.18181818181818182,0.3076923076923077,applicable
ilinet,NFGA-Core,core,88,forecast_original,52,7,0.8183157749999737,7.702803838163582e-05,1456,40,0.5094621938503173,2.0323563160029625,0.6241242476962774,0.14285714285701095,0.6857308950421993,0.3954791208993033,12.30552051387383,0.8728099553958621,0.8728099553958621,0,3,,,,forecast_only
ilinet,NFGA-Core,core,88,injected_5pct,52,7,0.8183157749999737,0.00011054446148451601,1456,40,0.5094621938503173,2.0323563160029625,0.6356148008358228,0.14285714285700443,,,,,,3,5,0.4,0.6666666666666666,0.5,applicable
ilinet,NFGA-Core,core,88,injected_10pct,52,7,0.8183157749999737,6.632430762902704e-05,1456,40,0.5094621938503173,2.0323563160029625,0.6113489533815851,0.1428571428570093,,,,,,5,3,0.0,0.0,0.0,applicable
ilinet,NFGA-Core,core,88,proxy_robust_z,52,7,0.8183157749999737,7.476051928279048e-05,1456,40,0.5094621938503173,2.0323563160029625,0.6241242476962774,0.14285714285701095,,,,,,11,3,1.0,0.2727272727272727,0.42857142857142855,applicable
ilinet,NFGA-Core,core,99,forecast_original,52,8,0.8067797550002069,7.371415391879474e-05,1664,40,0.4325227696584779,2.0323563160029625,0.4490569580752292,0.12499999999991258,0.6810120801896313,0.4275201384734839,13.4893146138694,0.8745544333054897,0.8745544333054897,0,2,,,,forecast_only
ilinet,NFGA-Core,core,99,injected_5pct,52,8,0.8067797550002069,6.828325002481087e-05,1664,40,0.4325227696584779,2.0323563160029625,0.46708926631258463,0.12499999999990756,,,,,,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,applicable
ilinet,NFGA-Core,core,99,injected_10pct,52,8,0.8067797550002069,6.219165390155886e-05,1664,40,0.4325227696584779,2.0323563160029625,0.44686196496466457,0.12499999999991675,,,,,,5,3,0.0,0.0,0.0,applicable
ilinet,NFGA-Core,core,99,proxy_robust_z,52,8,0.8067797550002069,7.415111545364758e-05,1664,40,0.4325227696584779,2.0323563160029625,0.4490569580752292,0.12499999999991258,,,,,,11,2,1.0,0.18181818181818182,0.3076923076923077,applicable
ilinet,NFGA-Core,core,110,forecast_original,52,7,0.8165344310000364,6.768332696083235e-05,1456,40,0.4751135315134655,2.0323563160029625,0.5728451179190756,0.14285714285700887,0.7329643668548551,0.5147920243762849,19.235332923474953,0.8546846775221807,0.8546846775221807,0,1,,,,forecast_only
ilinet,NFGA-Core,core,110,injected_5pct,52,7,0.8165344310000364,6.788221151929555e-05,1456,40,0.4751135315134655,2.0323563160029625,0.5815275916046387,0.14285714285700093,,,,,,3,2,0.5,0.3333333333333333,0.4,applicable
ilinet,NFGA-Core,core,110,injected_10pct,52,7,0.8165344310000364,6.358113457211472e-05,1456,40,0.4751135315134655,2.0323563160029625,0.5594629800922074,0.14285714285700962,,,,,,5,3,0.0,0.0,0.0,applicable
ilinet,NFGA-Core,core,110,proxy_robust_z,52,7,0.8165344310000364,6.444246150749677e-05,1456,40,0.4751135315134655,2.0323563160029625,0.5728451179190756,0.14285714285700887,,,,,,11,1,1.0,0.09090909090909091,0.16666666666666666,applicable
ilinet,NFGA-LINEAR,linear,11,forecast_original,52,7,0.8863152969997827,7.862457692471462e-05,2800,40,0.207325734109089,0.46832553847193575,0.43120702574816455,0.1428571423143401,0.47143099654047577,0.25522241533713635,6.746200799750265,0.939885124204474,0.939885124204474,0,8,,,,forecast_only
ilinet,NFGA-LINEAR,linear,11,injected_5pct,52,7,0.8863152969997827,0.00010643598076197892,2800,40,0.207325734109089,0.46832553847193575,0.4430227763244869,0.14285714205111352,,,,,,3,14,0.21428571428571427,1.0,0.35294117647058826,applicable
ilinet,NFGA-LINEAR,linear,11,injected_10pct,52,7,0.8863152969997827,0.000153150634717419,2800,40,0.207325734109089,0.46832553847193575,0.43180266495106034,0.1428571425132148,,,,,,5,12,0.4166666666666667,1.0,0.5882352941176471,applicable
ilinet,NFGA-LINEAR,linear,11,proxy_robust_z,52,7,0.8863152969997827,0.00013576365392089848,2800,40,0.207325734109089,0.46832553847193575,0.43120702574816455,0.1428571423143401,,,,,,11,8,1.0,0.7272727272727273,0.8421052631578947,applicable
ilinet,NFGA-LINEAR,linear,22,forecast_original,52,7,0.8627787249997709,6.862051916938911e-05,2800,40,0.21641370095168863,0.46832553847193575,0.37269078061049465,0.14285714285704396,0.44041940122669837,0.2513735113393204,7.596856573078507,0.9475339256302632,0.9475339256302632,0,8,,,,forecast_only
ilinet,NFGA-LINEAR,linear,22,injected_5pct,52,7,0.8627787249997709,0.00011795959602960256,2800,40,0.21641370095168863,0.46832553847193575,0.38136411683406735,0.142857142857037,,,,,,3,14,0.21428571428571427,1.0,0.35294117647058826,applicable
ilinet,NFGA-LINEAR,linear,22,injected_10pct,52,7,0.8627787249997709,6.727782696403805e-05,2800,40,0.21641370095168863,0.46832553847193575,0.3648082858386654,0.14285714285705,,,,,,5,12,0.4166666666666667,1.0,0.5882352941176471,applicable
ilinet,NFGA-LINEAR,linear,22,proxy_robust_z,52,7,0.8627787249997709,9.495253847000221e-05,2800,40,0.21641370095168863,0.46832553847193575,0.37269078061049465,0.14285714285704396,,,,,,11,8,1.0,0.7272727272727273,0.8421052631578947,applicable
ilinet,NFGA-LINEAR,linear,33,forecast_original,52,8,0.8909070800000336,7.386461538771982e-05,3200,40,0.21227371360799635,0.46832553847193575,0.19892623317093588,0.12499999999996136,0.43593979774812575,0.2636831247606803,8.344442074077616,0.9485957859917653,0.9485957859917653,0,7,,,,forecast_only
ilinet,NFGA-LINEAR,linear,33,injected_5pct,52,8,0.8909070800000336,7.833086537035482e-05,3200,40,0.21227371360799635,0.46832553847193575,0.19851684592726743,0.12499999999996071,,,,,,3,13,0.23076923076923078,1.0,0.375,applicable
ilinet,NFGA-LINEAR,linear,33,injected_10pct,52,8,0.8909070800000336,7.609821155850883e-05,3200,40,0.21227371360799635,0.46832553847193575,0.18661680897420052,0.1249999999999652,,,,,,5,12,0.4166666666666667,1.0,0.5882352941176471,applicable
ilinet,NFGA-LINEAR,linear,33,proxy_robust_z,52,8,0.8909070800000336,8.22230961148307e-05,3200,40,0.21227371360799635,0.46832553847193575,0.19892623317093588,0.12499999999996136,,,,,,11,7,1.0,0.6363636363636364,0.7777777777777778,applicable
ilinet,NFGA-LINEAR,linear,44,forecast_original,52,4,0.7640145309997024,0.00011696115386537433,1600,34,0.20901410747823412,0.46832553847193575,0.6417122164208597,0.2499999999940992,0.4517083596774049,0.2618351861557173,7.029179545661902,0.9448098032471961,0.9448098032471961,0,7,,,,forecast_only
ilinet,NFGA-LINEAR,linear,44,injected_5pct,52,4,0.7640145309997024,8.373919228268697e-05,1600,34,0.20901410747823412,0.46832553847193575,0.6427610298727544,0.24999999999373276,,,,,,3,14,0.21428571428571427,1.0,0.35294117647058826,applicable
ilinet,NFGA-LINEAR,linear,44,injected_10pct,52,4,0.7640145309997024,7.386682694651917e-05,1600,34,0.20901410747823412,0.46832553847193575,0.6108027385414891,0.2499999999966067,,,,,,5,13,0.38461538461538464,1.0,0.5555555555555556,applicable
ilinet,NFGA-LINEAR,linear,44,proxy_robust_z,52,4,0.7640145309997024,6.324832698877659e-05,1600,34,0.20901410747823412,0.46832553847193575,0.6417122164208597,0.2499999999940992,,,,,,11,7,1.0,0.6363636363636364,0.7777777777777778,applicable
ilinet,NFGA-LINEAR,linear,55,forecast_original,52,6,0.8534635229998457,7.606759621781888e-05,2400,40,0.22047435587400444,0.46832553847193575,0.2977358917855065,0.16666666666655,0.42465190794262253,0.26528849283240913,8.399221324192304,0.9512233639097588,0.9512233639097588,0,7,,,,forecast_only
ilinet,NFGA-LINEAR,linear,55,injected_5pct,52,6,0.8534635229998457,6.884271152347747e-05,2400,40,0.22047435587400444,0.46832553847193575,0.3020933399384102,0.16666666666654809,,,,,,3,14,0.21428571428571427,1.0,0.35294117647058826,applicable
ilinet,NFGA-LINEAR,linear,55,injected_10pct,52,6,0.8534635229998457,6.9782788509306e-05,2400,40,0.22047435587400444,0.46832553847193575,0.29208459714591045,0.16666666666656552,,,,,,5,12,0.4166666666666667,1.0,0.5882352941176471,applicable
ilinet,NFGA-LINEAR,linear,55,proxy_robust_z,52,6,0.8534635229998457,6.963217312589292e-05,2400,40,0.22047435587400444,0.46832553847193575,0.2977358917855065,0.16666666666655,,,,,,11,7,1.0,0.6363636363636364,0.7777777777777778,applicable
ilinet,NFGA-LINEAR,linear,66,forecast_original,52,8,0.6925963110006705,0.00013299846161247004,3200,28,0.22449759037215075,0.46832553847193575,0.2303055444887552,0.12499999999996624,0.4489044075050391,0.2686749945959285,8.283505315871246,0.9454928562218878,0.9454928562218878,0,7,,,,forecast_only
ilinet,NFGA-LINEAR,linear,66,injected_5pct,52,8,0.6925963110006705,0.0001141869422903815,3200,28,0.22449759037215075,0.46832553847193575,0.23184593519309663,0.12499999999996522,,,,,,3,13,0.23076923076923078,1.0,0.375,applicable
ilinet,NFGA-LINEAR,linear,66,injected_10pct,52,8,0.6925963110006705,0.00010234180773785248,3200,28,0.22449759037215075,0.46832553847193575,0.2215842911069218,0.12499999999996711,,,,,,5,11,0.45454545454545453,1.0,0.625,applicable
ilinet,NFGA-LINEAR,linear,66,proxy_robust_z,52,8,0.6925963110006705,0.00011132030768889168,3200,28,0.22449759037215075,0.46832553847193575,0.2303055444887552,0.12499999999996624,,,,,,11,7,1.0,0.6363636363636364,0.7777777777777778,applicable
ilinet,NFGA-LINEAR,linear,77,forecast_original,52,8,0.9452622550006708,0.00010932605767685836,3200,32,0.2196198124478733,0.46832553847193575,0.2814461135001063,0.12499999999995848,0.44897441372904034,0.273979217204715,9.318229408402914,0.9454758542197177,0.9454758542197177,0,7,,,,forecast_only
ilinet,NFGA-LINEAR,linear,77,injected_5pct,52,8,0.9452622550006708,0.00010028284619833218,3200,32,0.2196198124478733,0.46832553847193575,0.28239528497975536,0.12499999999995745,,,,,,3,15,0.2,1.0,0.3333333333333333,applicable
ilinet,NFGA-LINEAR,linear,77,injected_10pct,52,8,0.9452622550006708,0.0001086606153316657,3200,32,0.2196198124478733,0.46832553847193575,0.2698609258666672,0.12499999999996018,,,,,,5,11,0.36363636363636365,0.8,0.5,applicable
ilinet,NFGA-LINEAR,linear,77,proxy_robust_z,52,8,0.9452622550006708,0.00011809880771369745,3200,32,0.2196198124478733,0.46832553847193575,0.2814461135001063,0.12499999999995848,,,,,,11,7,1.0,0.6363636363636364,0.7777777777777778,applicable
ilinet,NFGA-LINEAR,linear,88,forecast_original,52,8,1.2062300510006025,0.00010280519240250914,3200,40,0.2143258987972519,0.46832553847193575,0.2659284446462242,0.12499999999994912,0.4414832580095979,0.2442509158682174,6.646264040295996,0.947280150239435,0.947280150239435,0,8,,,,forecast_only
ilinet,NFGA-LINEAR,linear,88,injected_5pct,52,8,1.2062300510006025,0.00012283096153763696,3200,40,0.2143258987972519,0.46832553847193575,0.2691161511348492,0.12499999999994792,,,,,,3,14,0.21428571428571427,1.0,0.35294117647058826,applicable
ilinet,NFGA-LINEAR,linear,88,injected_10pct,52,8,1.2062300510006025,0.0001025945961933198,3200,40,0.2143258987972519,0.46832553847193575,0.2632806808948209,0.1249999999999522,,,,,,5,11,0.45454545454545453,1.0,0.625,applicable
ilinet,NFGA-LINEAR,linear,88,proxy_robust_z,52,8,1.2062300510006025,0.00010065178840844825,3200,40,0.2143258987972519,0.46832553847193575,0.2659284446462242,0.12499999999994912,,,,,,11,8,1.0,0.7272727272727273,0.8421052631578947,applicable
ilinet,NFGA-LINEAR,linear,99,forecast_original,52,8,0.7255356019995816,0.00012275624997598172,3200,23,0.22193587086275246,0.46832553847193575,0.20409104880167409,0.12499999999996321,0.43654844448010094,0.27486595083845866,9.279869781546877,0.9484521475901253,0.9484521475901253,0,7,,,,forecast_only
ilinet,NFGA-LINEAR,linear,99,injected_5pct,52,8,0.7255356019995816,9.580940379167329e-05,3200,23,0.22193587086275246,0.46832553847193575,0.20411779351248444,0.12499999999996256,,,,,,3,13,0.23076923076923078,1.0,0.375,applicable
ilinet,NFGA-LINEAR,linear,99,injected_10pct,52,8,0.7255356019995816,9.30691730725532e-05,3200,23,0.22193587086275246,0.46832553847193575,0.1962518617919247,0.12499999999996587,,,,,,5,14,0.35714285714285715,1.0,0.5263157894736842,applicable
ilinet,NFGA-LINEAR,linear,99,proxy_robust_z,52,8,0.7255356019995816,9.427709617809272e-05,3200,23,0.22193587086275246,0.46832553847193575,0.20409104880167409,0.12499999999996321,,,,,,11,7,1.0,0.6363636363636364,0.7777777777777778,applicable
ilinet,NFGA-LINEAR,linear,110,forecast_original,52,8,1.3509658379998655,0.00014415553846447438,3200,40,0.2161246492730241,0.46832553847193575,0.4304958324125096,0.1249999999998909,0.42176943369454833,0.25589103066126756,7.345425958527,0.951883293690661,0.951883293690661,0,6,,,,forecast_only
ilinet,NFGA-LINEAR,linear,110,injected_5pct,52,8,1.3509658379998655,0.00015815273076651254,3200,40,0.2161246492730241,0.46832553847193575,0.4349899278812469,0.1249999999998897,,,,,,3,13,0.23076923076923078,1.0,0.375,applicable
ilinet,NFGA-LINEAR,linear,110,injected_10pct,52,8,1.3509658379998655,0.000104227903858163,3200,40,0.2161246492730241,0.46832553847193575,0.404364840188114,0.12499999999990684,,,,,,5,13,0.38461538461538464,1.0,0.5555555555555556,applicable
ilinet,NFGA-LINEAR,linear,110,proxy_robust_z,52,8,1.3509658379998655,7.340636534536316e-05,3200,40,0.2161246492730241,0.46832553847193575,0.4304958324125096,0.1249999999998909,,,,,,11,6,1.0,0.5454545454545454,0.7058823529411765,applicable
electricity,NFGA-Core,core,11,forecast_original,42,8,0.7648578629996337,7.502490476933114e-05,1152,40,0.542270962341668,0.28119688154501987,0.3534474716861527,0.12499999999992673,0.13948605300969416,0.1014118071894553,11.043484196194504,0.6400022880339147,0.6400022880339147,0,2,,,,forecast_only
electricity,NFGA-Core,core,11,injected_5pct,42,8,0.7648578629996337,7.61005237672223e-05,1152,40,0.542270962341668,0.28119688154501987,0.3898517264319297,0.12499999999990827,,,,,,2,6,0.3333333333333333,1.0,0.5,applicable
electricity,NFGA-Core,core,11,injected_10pct,42,8,0.7648578629996337,6.525216661300095e-05,1152,40,0.542270962341668,0.28119688154501987,0.4811611435897601,0.12499999999982855,,,,,,4,14,0.2857142857142857,1.0,0.4444444444444444,applicable
electricity,NFGA-Core,core,11,proxy_robust_z,42,8,0.7648578629996337,5.802680951611754e-05,1152,40,0.542270962341668,0.28119688154501987,0.3534474716861527,0.12499999999992673,,,,,,0,2,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,22,forecast_original,42,8,0.760685203000321,7.322907140405732e-05,1152,40,0.5464706411189281,0.28119688154501987,0.2577432069044364,0.12499999999992592,0.16986058207981888,0.12355687631713927,13.712611902842173,0.4661449124847219,0.4661449124847219,0,7,,,,forecast_only
electricity,NFGA-Core,core,22,injected_5pct,42,8,0.760685203000321,6.504747619016728e-05,1152,40,0.5464706411189281,0.28119688154501987,0.2843845719375427,0.124999999999917,,,,,,2,7,0.2857142857142857,1.0,0.4444444444444444,applicable
electricity,NFGA-Core,core,22,injected_10pct,42,8,0.760685203000321,6.384661901392974e-05,1152,40,0.5464706411189281,0.28119688154501987,0.306666434357016,0.12499999999978735,,,,,,4,14,0.2857142857142857,1.0,0.4444444444444444,applicable
electricity,NFGA-Core,core,22,proxy_robust_z,42,8,0.760685203000321,6.585788090281615e-05,1152,40,0.5464706411189281,0.28119688154501987,0.2577432069044364,0.12499999999992592,,,,,,0,7,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,33,forecast_original,42,8,0.8043690159993275,8.863383330511472e-05,1152,40,0.5520498426507826,0.28119688154501987,0.40516046861072186,0.12499999999989923,0.15768082361213168,0.11771003520157847,12.8171831855805,0.5399596456913243,0.5399596456913243,0,3,,,,forecast_only
electricity,NFGA-Core,core,33,injected_5pct,42,8,0.8043690159993275,8.616654763283718e-05,1152,40,0.5520498426507826,0.28119688154501987,0.44421929721865877,0.12499999999985038,,,,,,2,6,0.3333333333333333,1.0,0.5,applicable
electricity,NFGA-Core,core,33,injected_10pct,42,8,0.8043690159993275,6.274721419599483e-05,1152,40,0.5520498426507826,0.28119688154501987,0.6344071292586543,0.1249999999992494,,,,,,4,18,0.2222222222222222,1.0,0.36363636363636365,applicable
electricity,NFGA-Core,core,33,proxy_robust_z,42,8,0.8043690159993275,7.075442867755468e-05,1152,40,0.5520498426507826,0.28119688154501987,0.40516046861072186,0.12499999999989923,,,,,,0,3,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,44,forecast_original,42,8,0.7890189130002909,8.098423798704364e-05,1152,40,0.5188051341555617,0.28119688154501987,0.5036346761854711,0.12499999999990113,0.14184551044847155,0.10766450822606387,11.338220947717033,0.6277202969646087,0.6277202969646087,0,1,,,,forecast_only
electricity,NFGA-Core,core,44,injected_5pct,42,8,0.7890189130002909,7.344495240128406e-05,1152,40,0.5188051341555617,0.28119688154501987,0.609464552446006,0.1249999999998698,,,,,,2,7,0.2857142857142857,1.0,0.4444444444444444,applicable
electricity,NFGA-Core,core,44,injected_10pct,42,8,0.7890189130002909,0.00019237016660900692,1152,40,0.5188051341555617,0.28119688154501987,0.7891246125688836,0.12499999999967897,,,,,,4,21,0.19047619047619047,1.0,0.32,applicable
electricity,NFGA-Core,core,44,proxy_robust_z,42,8,0.7890189130002909,6.680335703398062e-05,1152,40,0.5188051341555617,0.28119688154501987,0.5036346761854711,0.12499999999990113,,,,,,0,1,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,55,forecast_original,42,8,0.7706492850002178,6.981257149077247e-05,1152,40,0.5574222440367529,0.28119688154501987,0.37595332043838453,0.12499999999989907,0.1704494665956106,0.12368111052904927,13.418677822443886,0.4624368838606151,0.4624368838606151,0,6,,,,forecast_only
electricity,NFGA-Core,core,55,injected_5pct,42,8,0.7706492850002178,6.335111902444623e-05,1152,40,0.5574222440367529,0.28119688154501987,0.49148942718160304,0.12499999999978931,,,,,,2,8,0.25,1.0,0.4,applicable
electricity,NFGA-Core,core,55,injected_10pct,42,8,0.7706492850002178,6.544771423207185e-05,1152,40,0.5574222440367529,0.28119688154501987,0.4696949421459773,0.12499999999922894,,,,,,4,16,0.25,1.0,0.4,applicable
electricity,NFGA-Core,core,55,proxy_robust_z,42,8,0.7706492850002178,6.486011896066928e-05,1152,40,0.5574222440367529,0.28119688154501987,0.37595332043838453,0.12499999999989907,,,,,,0,6,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,66,forecast_original,42,8,0.7560662599998977,7.720488113028252e-05,1152,40,0.5438680467789357,0.28119688154501987,0.3312822246024646,0.12499999999990569,0.15338573584310103,0.10721660569121423,11.884264449088088,0.5646805036070843,0.5646805036070843,0,4,,,,forecast_only
electricity,NFGA-Core,core,66,injected_5pct,42,8,0.7560662599998977,6.981942851780332e-05,1152,40,0.5438680467789357,0.28119688154501987,0.4297338483406985,0.1249999999998675,,,,,,2,7,0.2857142857142857,1.0,0.4444444444444444,applicable
electricity,NFGA-Core,core,66,injected_10pct,42,8,0.7560662599998977,7.431654770092185e-05,1152,40,0.5438680467789357,0.28119688154501987,0.5453117582759377,0.12499999999919728,,,,,,4,13,0.3076923076923077,1.0,0.47058823529411764,applicable
electricity,NFGA-Core,core,66,proxy_robust_z,42,8,0.7560662599998977,0.00023975869044079445,1152,40,0.5438680467789357,0.28119688154501987,0.3312822246024646,0.12499999999990569,,,,,,0,4,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,77,forecast_original,42,8,0.756757201000255,7.605085717105318e-05,1152,40,0.5746487233788555,0.28119688154501987,0.49412135899544185,0.12499999999991507,0.14914324389369704,0.1091920745707684,12.165618620526704,0.5884284565357092,0.5884284565357092,0,3,,,,forecast_only
electricity,NFGA-Core,core,77,injected_5pct,42,8,0.756757201000255,6.621704759319462e-05,1152,40,0.5746487233788555,0.28119688154501987,0.5066185761601526,0.12499999999990415,,,,,,2,5,0.4,1.0,0.5714285714285714,applicable
electricity,NFGA-Core,core,77,injected_10pct,42,8,0.756757201000255,6.732859516151144e-05,1152,40,0.5746487233788555,0.28119688154501987,0.6919077244110221,0.12499999999981604,,,,,,4,18,0.2222222222222222,1.0,0.36363636363636365,applicable
electricity,NFGA-Core,core,77,proxy_robust_z,42,8,0.756757201000255,6.84442619612604e-05,1152,40,0.5746487233788555,0.28119688154501987,0.49412135899544185,0.12499999999991507,,,,,,0,3,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,88,forecast_original,42,8,0.7816817109996919,7.538742857789094e-05,1152,40,0.5043611189223223,0.28119688154501987,0.5590500604190174,0.12499999999932991,0.15300174231231906,0.12021516516775381,12.732838218620927,0.5668573765910813,0.5668573765910813,0,5,,,,forecast_only
electricity,NFGA-Core,core,88,injected_5pct,42,8,0.7816817109996919,7.583047614562453e-05,1152,40,0.5043611189223223,0.28119688154501987,0.719866511779647,0.12499999999922164,,,,,,2,10,0.2,1.0,0.3333333333333333,applicable
electricity,NFGA-Core,core,88,injected_10pct,42,8,0.7816817109996919,6.20212380930579e-05,1152,40,0.5043611189223223,0.28119688154501987,0.7624303082967485,0.12499999998607689,,,,,,4,11,0.36363636363636365,1.0,0.5333333333333333,applicable
electricity,NFGA-Core,core,88,proxy_robust_z,42,8,0.7816817109996919,5.78962142840499e-05,1152,40,0.5043611189223223,0.28119688154501987,0.5590500604190174,0.12499999999932991,,,,,,0,5,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,99,forecast_original,42,8,0.7848229119999814,7.148166676935424e-05,1152,40,0.5501100667696934,0.28119688154501987,0.2758204547314752,0.12499999999993798,0.16425655767033348,0.11546108940878937,12.644343989297479,0.5007896234953442,0.5007896234953442,0,6,,,,forecast_only
electricity,NFGA-Core,core,99,injected_5pct,42,8,0.7848229119999814,7.402319042306598e-05,1152,40,0.5501100667696934,0.28119688154501987,0.3348855212110355,0.12499999999989898,,,,,,2,7,0.2857142857142857,1.0,0.4444444444444444,applicable
electricity,NFGA-Core,core,99,injected_10pct,42,8,0.7848229119999814,6.842621420825405e-05,1152,40,0.5501100667696934,0.28119688154501987,0.3999267101297745,0.12499999999966038,,,,,,4,20,0.2,1.0,0.3333333333333333,applicable
electricity,NFGA-Core,core,99,proxy_robust_z,42,8,0.7848229119999814,6.482838101700985e-05,1152,40,0.5501100667696934,0.28119688154501987,0.2758204547314752,0.12499999999993798,,,,,,0,6,,,,not_applicable_no_positive_reference
electricity,NFGA-Core,core,110,forecast_original,42,8,0.7631507309997687,7.970904763559312e-05,1152,40,0.5891093596569932,0.28119688154501987,0.32727838278362686,0.12499999999993015,0.15398267838601157,0.11227021172004865,12.116040388126608,0.5612855805359036,0.5612855805359036,0,3,,,,forecast_only
electricity,NFGA-Core,core,110,injected_5pct,42,8,0.7631507309997687,6.026000004394085e-05,1152,40,0.5891093596569932,0.28119688154501987,0.3428336133263014,0.12499999999990166,,,,,,2,5,0.4,1.0,0.5714285714285714,applicable
electricity,NFGA-Core,core,110,injected_10pct,42,8,0.7631507309997687,5.9221547655310825e-05,1152,40,0.5891093596569932,0.28119688154501987,0.5348029508417748,0.1249999999997482,,,,,,4,18,0.2222222222222222,1.0,0.36363636363636365,applicable
electricity,NFGA-Core,core,110,proxy_robust_z,42,8,0.7631507309997687,7.00598809436044e-05,1152,40,0.5891093596569932,0.28119688154501987,0.32727838278362686,0.12499999999993015,,,,,,0,3,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,11,forecast_original,42,8,1.1416471410002487,0.0001253282381141963,2176,40,0.5142916473073912,0.4279732915635018,0.22985678484853428,0.12499999999996189,0.14579333924643512,0.11105972542334397,11.953234861131321,0.6067094275371413,0.6067094275371413,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,11,injected_5pct,42,8,1.1416471410002487,9.223002373238116e-05,2176,40,0.5142916473073912,0.4279732915635018,0.2423070582306488,0.1249999999999595,,,,,,2,4,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,11,injected_10pct,42,8,1.1416471410002487,9.523430961572947e-05,2176,40,0.5142916473073912,0.4279732915635018,0.289711903251127,0.12499999999994096,,,,,,4,8,0.5,1.0,0.6666666666666666,applicable
electricity,NFGA-LINEAR,linear,11,proxy_robust_z,42,8,1.1416471410002487,9.678150005735613e-05,2176,40,0.5142916473073912,0.4279732915635018,0.22985678484853428,0.12499999999996189,,,,,,0,0,,,,not_applicable_no_positive_reference
electricity,NFGA-LINEAR,linear,22,forecast_original,42,6,1.1239860030000273,0.00012537402385316368,1632,40,0.5202438782854814,0.4279732915635018,0.377758649322008,0.1666666666665964,0.15151569732383774,0.12200053571770014,12.631504444411345,0.575230399835738,0.575230399835738,0,0,,,,forecast_only
electricity,NFGA-LINEAR,linear,22,injected_5pct,42,6,1.1239860030000273,9.963707134375e-05,1632,40,0.5202438782854814,0.4279732915635018,0.48233805090545107,0.16666666666657126,,,,,,2,5,0.4,1.0,0.5714285714285714,applicable
electricity,NFGA-LINEAR,linear,22,injected_10pct,42,6,1.1239860030000273,0.00010192021426562514,1632,40,0.5202438782854814,0.4279732915635018,0.593685358708513,0.16666666666653737,,,,,,4,9,0.4444444444444444,1.0,0.6153846153846154,applicable
electricity,NFGA-LINEAR,linear,22,proxy_robust_z,42,6,1.1239860030000273,9.500757143888179e-05,1632,40,0.5202438782854814,0.4279732915635018,0.377758649322008,0.1666666666665964,,,,,,0,0,,,,not_applicable_no_positive_reference
