generation,generation_best_fitness,global_best_fitness,generation_mean_fitness,generation_std_fitness,best_K
0,0.1347382420739554,0.1347382420739554,0.14202589395459783,0.006283182999172613,4
1,0.1347382420739554,0.1347382420739554,0.1511876566935095,0.02142839734700516,4
2,0.1339147676975434,0.1339147676975434,0.17028413224203967,0.0626084054138461,4
3,0.1336400550865779,0.1336400550865779,0.16637434045577656,0.06006518321210126,2
4,0.1336381660040157,0.1336381660040157,0.17495438124981863,0.05358650261370316,2
5,0.1336381660040157,0.1336381660040157,0.17983054977994034,0.05529803610451718,2
6,0.13358924234006717,0.13358924234006717,0.16349149188501003,0.042778220622177725,2
7,0.13358924234006717,0.13358924234006717,0.17706745255421757,0.06262745331049008,2
8,0.13358924234006717,0.13358924234006717,0.16802296759310267,0.06480600061625298,2
9,0.1335730116345109,0.1335730116345109,0.16754980143661155,0.05821133895674762,3
10,0.1335730116345109,0.1335730116345109,0.14593529363544716,0.025312994006441485,3
11,0.1335730116345109,0.1335730116345109,0.16217362227548207,0.04559178927618205,3
12,0.1335730116345109,0.1335730116345109,0.1547345254667018,0.0396588157366461,3
13,0.1335730116345109,0.1335730116345109,0.14983497747820884,0.03518938810151675,3
14,0.1335730116345109,0.1335730116345109,0.1875027890432653,0.08640083882267907,3
15,0.13356098376743994,0.13356098376743994,0.17937392919310458,0.07759908668076115,3
16,0.13320629822042543,0.13320629822042543,0.17592729625211237,0.07530528553713435,2
17,0.13320629822042543,0.13320629822042543,0.15895544324523386,0.04835823849034617,2
18,0.13320629822042543,0.13320629822042543,0.19215298059913832,0.10671597232538974,2
19,0.13320629822042543,0.13320629822042543,0.19238540803812296,0.0803662826896233,2
20,0.13320629822042543,0.13320629822042543,0.18872651227840948,0.09267273840109755,2
21,0.13320629822042543,0.13320629822042543,0.1618211357266298,0.05203574300270527,2
22,0.13320629822042543,0.13320629822042543,0.15744653628831182,0.04860942600895017,2
23,0.13320629822042543,0.13320629822042543,0.1553617952112345,0.05467818075201988,2
24,0.13320629822042543,0.13320629822042543,0.1606235763894258,0.04927296919941575,2
25,0.13320629822042543,0.13320629822042543,0.1479643813544812,0.03283057373582756,2
26,0.13318330019515076,0.13318330019515076,0.18781246722557055,0.07698996978036488,2
27,0.13318330019515076,0.13318330019515076,0.16782177913819113,0.06527845696693846,2
28,0.13318330019515076,0.13318330019515076,0.18287240710815011,0.08853015363969083,2
29,0.13318330019515076,0.13318330019515076,0.20245678852112856,0.0762327957932158,2
30,0.13318330019515076,0.13318330019515076,0.16999604117771455,0.044440816418841685,2
31,0.13318330019515076,0.13318330019515076,0.1444090067163895,0.021826920759551834,2
32,0.13318330019515076,0.13318330019515076,0.17264640115897695,0.05606401736578968,2
33,0.13318330019515076,0.13318330019515076,0.1663643616600426,0.05458899566620553,2
34,0.13317508567290362,0.13317508567290362,0.1586067335548803,0.04376431135436426,2
35,0.13317508567290362,0.13317508567290362,0.17820935830255813,0.07501940385482143,2
36,0.13317137468863938,0.13317137468863938,0.1744121057186353,0.055691225725525255,2
37,0.13317137468863938,0.13317137468863938,0.17061889718328363,0.08226623224893603,2
38,0.13317137468863938,0.13317137468863938,0.17810152406943242,0.07634889427868517,2
39,0.13317137468863938,0.13317137468863938,0.15851912097571585,0.04726512324755117,2
