generation,generation_best_fitness,global_best_fitness,generation_mean_fitness,generation_std_fitness,best_K
0,0.7672340400609453,0.7672340400609453,1.0636778231333266,0.22049174606097513,6
1,0.7499382990669837,0.7499382990669837,0.9955617302517605,0.29022328601092634,8
2,0.69995538722192,0.69995538722192,0.9214292323098512,0.13047422981311566,8
3,0.6745949968300415,0.6745949968300415,0.8764100309440375,0.1147339022011179,3
4,0.662535413825367,0.662535413825367,0.8910670823760866,0.2800395060637457,8
5,0.593861649949227,0.593861649949227,0.7985752005654811,0.14252206509972964,4
6,0.5755465054006803,0.5755465054006803,0.7798243465056933,0.15484607264956454,8
7,0.5624137211943554,0.5624137211943554,0.7344281150038967,0.22800242531791623,7
8,0.5620894376296778,0.5620894376296778,0.7138684031502751,0.21637512300004966,7
9,0.5620894376296778,0.5620894376296778,0.6595806156876768,0.0950339771387402,7
10,0.5482129134511422,0.5482129134511422,0.7465048599927452,0.2636661789419741,8
11,0.5394692347345755,0.5394692347345755,0.68646013555904,0.20182478656785055,7
12,0.5242127329188779,0.5242127329188779,0.9160516119302784,0.6828631963763367,8
13,0.5242127329188779,0.5242127329188779,0.9354159977939654,0.702521746084276,8
14,0.5242127329188779,0.5242127329188779,0.7428016379947686,0.5153241127476598,8
15,0.5242127329188779,0.5242127329188779,0.874060540427095,0.5719266363393205,8
16,0.5242127329188779,0.5242127329188779,0.7030015991168035,0.4763403692322085,8
17,0.5183738355635512,0.5183738355635512,0.7912554115526151,0.6596570117614404,8
18,0.5183738355635512,0.5183738355635512,0.9442379249550393,0.6936370693825591,8
19,0.5174443613511327,0.5174443613511327,0.6952336747914879,0.31893429511992116,8
20,0.5174443613511327,0.5174443613511327,1.0181508059387652,0.9028778393000477,8
21,0.5167237432391923,0.5167237432391923,0.7884963971211114,0.547870073461527,8
22,0.5167237432391923,0.5167237432391923,0.819836480809063,0.5588120051439432,8
23,0.516245328748224,0.516245328748224,0.9489960486631093,0.7267898770909074,8
24,0.516245328748224,0.516245328748224,0.8781460467334256,0.6775609197767558,8
25,0.516245328748224,0.516245328748224,0.9162776284853252,0.8013592607484713,8
26,0.516245328748224,0.516245328748224,0.8451362514978975,0.5670374027919498,8
27,0.516245328748224,0.516245328748224,0.6236300899153397,0.14548418717554815,8
28,0.5142540507147457,0.5142540507147457,0.781888889946184,0.5171177280247912,8
29,0.5142540507147457,0.5142540507147457,0.8025624348339516,0.4303501400268623,8
30,0.5142540507147457,0.5142540507147457,0.9918086019037285,0.8314094787219085,8
31,0.5130331138295527,0.5130331138295527,0.6583354863354703,0.20434442409526443,8
32,0.5130331138295527,0.5130331138295527,0.8831201383453786,0.6688378702554378,8
33,0.5130331138295527,0.5130331138295527,0.8254603793938897,0.5541979448414108,8
34,0.5130331138295527,0.5130331138295527,0.6381792692778089,0.22990685833627514,8
35,0.5130331138295527,0.5130331138295527,0.7684778056617819,0.5716499002334099,8
36,0.5130331138295527,0.5130331138295527,0.8189716302966932,0.5724836814570878,8
37,0.5126062696976241,0.5126062696976241,0.9126851357463291,0.7419119804478854,8
38,0.5094621938503173,0.5094621938503173,0.790363940051476,0.5436254936345873,7
39,0.5094621938503173,0.5094621938503173,0.6799420327493334,0.2871691921212403,7
