generation,generation_best_fitness,global_best_fitness,generation_mean_fitness,generation_std_fitness,best_K
0,0.24908049496359633,0.24908049496359633,0.2592266283625811,0.00837976659593092,7
1,0.23769144718031893,0.23769144718031893,0.26081706849973946,0.028064677501798772,6
2,0.23769144718031893,0.23769144718031893,0.2751651578352361,0.06491339577181626,6
3,0.23051984792936378,0.23051984792936378,0.26682849575327816,0.0383600348430426,8
4,0.23051984792936378,0.23051984792936378,0.2545129041855465,0.022828702422370322,8
5,0.22471313777009846,0.22471313777009846,0.24725354171238706,0.014408335609976628,8
6,0.22471313777009846,0.22471313777009846,0.2588194914617928,0.031180227368224324,8
7,0.22471313777009846,0.22471313777009846,0.27997294017399416,0.06710023840951578,8
8,0.2246817874821858,0.2246817874821858,0.26315667151567235,0.05226028407318322,8
9,0.2246817874821858,0.2246817874821858,0.2716531917250405,0.07256446438702455,8
10,0.2246817874821858,0.2246817874821858,0.27461314997290187,0.043863855770770815,8
11,0.2246817874821858,0.2246817874821858,0.2603493585978757,0.03426066566334577,8
12,0.2246817874821858,0.2246817874821858,0.27556648165280273,0.051644566830244744,8
13,0.2246817874821858,0.2246817874821858,0.2685612425125605,0.034316673845434666,8
14,0.2246817874821858,0.2246817874821858,0.2685243466860385,0.03524267387660875,8
15,0.2246817874821858,0.2246817874821858,0.2710116237298989,0.060343690171800045,8
16,0.2246817874821858,0.2246817874821858,0.2603240248975196,0.03394898981718231,8
17,0.22449759037215075,0.22449759037215075,0.2650117225719233,0.04227827003527276,8
18,0.22449759037215075,0.22449759037215075,0.26572058870656146,0.03772477466497315,8
19,0.22449759037215075,0.22449759037215075,0.2965222530032702,0.071479404829396,8
20,0.22449759037215075,0.22449759037215075,0.272596054401448,0.05172559088631298,8
21,0.22449759037215075,0.22449759037215075,0.266252162220719,0.0392640627602141,8
22,0.22449759037215075,0.22449759037215075,0.26771557253115863,0.0478243086447063,8
23,0.22449759037215075,0.22449759037215075,0.31059341188012085,0.07063132215049155,8
24,0.22449759037215075,0.22449759037215075,0.3055554193604889,0.07724630034232424,8
25,0.22449759037215075,0.22449759037215075,0.2996201805456728,0.08678800549176846,8
26,0.22449759037215075,0.22449759037215075,0.27171638361356304,0.03488209267007897,8
27,0.22449759037215075,0.22449759037215075,0.27605320582079373,0.04468852955747291,8
