generation,generation_best_fitness,global_best_fitness,generation_mean_fitness,generation_std_fitness,best_K
0,0.5695493274488638,0.5695493274488638,0.5930054837486326,0.01246044569665218,2
1,0.5695493274488638,0.5695493274488638,0.5859813819800622,0.011679805669133384,2
2,0.5663655420669756,0.5663655420669756,0.5837801698642769,0.011046588438681216,2
3,0.5646137314088132,0.5646137314088132,0.5786269778024681,0.010654681131629028,7
4,0.5629934080430457,0.5629934080430457,0.5739220394779897,0.017063745147584727,6
5,0.5599692923024571,0.5599692923024571,0.5732245859040024,0.017117108498380742,7
6,0.5595478259631648,0.5595478259631648,0.5690865397051941,0.006290426951420579,8
7,0.5537381872552355,0.5537381872552355,0.5659915575033622,0.007636069710639423,8
8,0.5537381872552355,0.5537381872552355,0.5711611064445291,0.019751675710602216,8
9,0.552533198459317,0.552533198459317,0.5607794489049786,0.008358954625847731,8
10,0.5443672054611207,0.5443672054611207,0.5622865119745485,0.014049424518788597,6
11,0.5443672054611207,0.5443672054611207,0.5602207181711991,0.012924819215110272,6
12,0.5437259279457047,0.5437259279457047,0.5583742072682469,0.012763365029066828,2
13,0.5437259279457047,0.5437259279457047,0.5613211972803425,0.012954253728540376,2
14,0.5437259279457047,0.5437259279457047,0.5602653875842993,0.01391555662118669,2
15,0.5420955194638208,0.5420955194638208,0.5544392438019353,0.010804385557177913,5
16,0.5420955194638208,0.5420955194638208,0.5599667215925173,0.017277358968590353,5
17,0.5420955194638208,0.5420955194638208,0.5622362667052132,0.030186342949603578,5
18,0.5420955194638208,0.5420955194638208,0.5585271970609196,0.017640686064399797,5
19,0.5403767073197879,0.5403767073197879,0.5599172065030583,0.03257938993219093,2
20,0.5403767073197879,0.5403767073197879,0.5577899159138301,0.018198231362847317,2
21,0.5403767073197879,0.5403767073197879,0.5585441404023155,0.0210968606936659,2
22,0.5403767073197879,0.5403767073197879,0.5583540926525723,0.026879450478048454,2
23,0.5397115108021051,0.5397115108021051,0.5599699652325474,0.02831425782508857,6
24,0.5397115108021051,0.5397115108021051,0.5533307943880224,0.021244697527103458,6
25,0.5381897093052964,0.5381897093052964,0.5495922543017594,0.01246148001071298,3
26,0.5380111359600362,0.5380111359600362,0.5479383598743597,0.00962126264024435,5
27,0.5380111359600362,0.5380111359600362,0.5479054734866606,0.009848552116738272,5
28,0.5376619324387116,0.5376619324387116,0.5497600133911633,0.01502332571144179,5
29,0.5362490678046581,0.5362490678046581,0.5483493058634334,0.011124874642630483,8
30,0.5362490678046581,0.5362490678046581,0.5460747437450663,0.011472644125881113,8
31,0.5331291066727643,0.5331291066727643,0.5448685269837923,0.011128406146224975,7
32,0.5331291066727643,0.5331291066727643,0.5443075073763592,0.009791178616142343,7
33,0.5331291066727643,0.5331291066727643,0.5444055712378976,0.009682643569068868,7
34,0.5331291066727643,0.5331291066727643,0.5428670663343326,0.008354268070735025,7
35,0.5331291066727643,0.5331291066727643,0.5422464680969208,0.006321260435681617,7
36,0.5321511792397134,0.5321511792397134,0.5415725726540818,0.007516700468603101,7
37,0.5289279015431434,0.5289279015431434,0.538476287189425,0.006905412213239546,8
38,0.5283149739665256,0.5283149739665256,0.5417674862519211,0.013641632761322643,8
39,0.5282178394019194,0.5282178394019194,0.5401631426436101,0.00989673346791282,8
