generation,generation_best_fitness,global_best_fitness,generation_mean_fitness,generation_std_fitness,best_K
0,0.5761493751419352,0.5761493751419352,0.7955353599257446,0.11246784596277033,8
1,0.5761493751419352,0.5761493751419352,0.7313763515659147,0.08482927796212501,8
2,0.5347102267777691,0.5347102267777691,0.6958616237706033,0.09917149648732997,8
3,0.5347102267777691,0.5347102267777691,0.6727150116714857,0.0996848303846597,8
4,0.5340632238207894,0.5340632238207894,0.6488691681047949,0.11842149219915604,7
5,0.4940223211394901,0.4940223211394901,0.6674447365952433,0.15548787256762464,8
6,0.4940223211394901,0.4940223211394901,0.6460681411460812,0.1288248981006248,8
7,0.4940223211394901,0.4940223211394901,0.6418054070412844,0.13460653842319814,8
8,0.4416701407381395,0.4416701407381395,0.6310723233086241,0.27082061779339234,4
9,0.4416701407381395,0.4416701407381395,0.663271871073014,0.262324276653531,4
10,0.4416701407381395,0.4416701407381395,0.592118291746296,0.15125921506444032,4
11,0.4416701407381395,0.4416701407381395,0.627730723832521,0.15833609515721758,4
12,0.4416701407381395,0.4416701407381395,0.5924540748731275,0.1636923859836117,4
13,0.42343735576960206,0.42343735576960206,0.5570020670981437,0.12427283771550526,8
14,0.39932732691615447,0.39932732691615447,0.5605235450999679,0.16856977747956506,8
15,0.39932732691615447,0.39932732691615447,0.5329031500858692,0.1488015720999303,8
16,0.3977648160430883,0.3977648160430883,0.5439048021497165,0.1581273272034991,7
17,0.3878814148127438,0.3878814148127438,0.6409010802250035,0.3348193684870259,7
18,0.38136278733488876,0.38136278733488876,0.4919100924979742,0.1205427622824036,4
19,0.38136278733488876,0.38136278733488876,0.569893107137594,0.20329050783583494,4
20,0.3730705536218669,0.3730705536218669,0.5566931547899894,0.18888274078313863,8
21,0.3730705536218669,0.3730705536218669,0.5292783585934105,0.20319713226036076,8
22,0.3694494661767885,0.3694494661767885,0.441873619684406,0.09479706616617879,4
23,0.3671221952287878,0.3671221952287878,0.5439859371961859,0.2178938462428061,5
24,0.3651926512520514,0.3651926512520514,0.49611835126780784,0.16701721071245088,5
25,0.36421686557878674,0.36421686557878674,0.5282361442643286,0.20753997956659664,8
26,0.36072110342965,0.36072110342965,0.5544965889596633,0.34768062589711757,8
27,0.36072110342965,0.36072110342965,0.5239163708548837,0.35440405555829474,8
28,0.36072110342965,0.36072110342965,0.47914647109568587,0.21040972233808128,8
29,0.35743108873342694,0.35743108873342694,0.4862656672073762,0.32828283745433684,8
30,0.3512268186303925,0.3512268186303925,0.4967111074029954,0.3334986942168369,7
31,0.3512268186303925,0.3512268186303925,0.5062236943301085,0.3646799415750172,7
32,0.3512268186303925,0.3512268186303925,0.46563569926787535,0.1600455353413925,7
33,0.3512268186303925,0.3512268186303925,0.4582800055278556,0.1584789637475402,7
34,0.3512268186303925,0.3512268186303925,0.4244075118771372,0.10260888308400849,7
35,0.3512268186303925,0.3512268186303925,0.49164622787732076,0.36253760925617945,7
36,0.3512268186303925,0.3512268186303925,0.45557646113202194,0.13294768497690207,7
37,0.3512268186303925,0.3512268186303925,0.5772549511777401,0.4198092367465618,7
38,0.3512268186303925,0.3512268186303925,0.42420148132808927,0.08416440113467712,7
39,0.3512268186303925,0.3512268186303925,0.5041492814713362,0.2310495670817487,7
