generation,generation_best_fitness,global_best_fitness,generation_mean_fitness,generation_std_fitness,best_K
0,0.8380602102955028,0.8380602102955028,0.9712491728075267,0.15101140660440826,5
1,0.7769197565710937,0.7769197565710937,0.8961064357818116,0.07857653271640748,8
2,0.7526762136686923,0.7526762136686923,0.888025400614908,0.12685426049069995,8
3,0.7327644125212696,0.7327644125212696,0.8381136846207877,0.0968437009260801,8
4,0.7026629945039035,0.7026629945039035,0.815458101940753,0.105598824033881,8
5,0.6527692361856446,0.6527692361856446,0.7694079279215268,0.09613061237529996,7
6,0.602421679574026,0.602421679574026,0.7397016755822182,0.10747451296864838,7
7,0.5786104779970018,0.5786104779970018,0.7109749139582179,0.22126994961664218,8
8,0.5786104779970018,0.5786104779970018,0.6954103483183612,0.08602764795766123,8
9,0.5749971354852748,0.5749971354852748,0.7667198049994974,0.34577581972343385,8
10,0.5749971354852748,0.5749971354852748,0.7226989348321845,0.2554072918514341,8
11,0.570859753200575,0.570859753200575,0.7398326067528997,0.330271317049659,8
12,0.5661510321053753,0.5661510321053753,0.609137860025881,0.03884953275931204,8
13,0.5614407919437071,0.5614407919437071,0.6722233487543277,0.25861882762386273,8
14,0.5603258343612659,0.5603258343612659,0.6932493788795705,0.29662598141438923,7
15,0.5603258343612659,0.5603258343612659,0.651181806629789,0.1091796927270481,7
16,0.5603258343612659,0.5603258343612659,0.6589854809120907,0.07641517008791086,7
17,0.5531873348280686,0.5531873348280686,0.6931315554395028,0.13829675921135207,8
18,0.5531873348280686,0.5531873348280686,0.675068355806149,0.20018127906127067,8
19,0.5487097901316953,0.5487097901316953,0.6537693621647471,0.2850304580101925,8
20,0.5487097901316953,0.5487097901316953,0.6105677933676165,0.060707610533351546,8
21,0.5487097901316953,0.5487097901316953,0.6694324262717843,0.2727446518466988,8
22,0.5487097901316953,0.5487097901316953,0.6897653674304811,0.29520713017667916,8
23,0.5467578026552793,0.5467578026552793,0.6167015139510815,0.06661379149585903,8
24,0.5464974417179383,0.5464974417179383,0.686831676910743,0.24847932473908851,8
25,0.5464974417179383,0.5464974417179383,0.6618665741953447,0.10227142291921945,8
26,0.5464974417179383,0.5464974417179383,0.6490312298932187,0.10385213868034883,8
27,0.5464974417179383,0.5464974417179383,0.7248307364415415,0.24734652701366003,8
28,0.5464974417179383,0.5464974417179383,0.6434171636175722,0.13509612023562648,8
29,0.5464974417179383,0.5464974417179383,0.6553547676745791,0.19275228082192794,8
30,0.5458630693825988,0.5458630693825988,0.662874174132828,0.20678654545529337,8
31,0.5458630693825988,0.5458630693825988,0.613269833408162,0.08513032109289015,8
32,0.5458630693825988,0.5458630693825988,0.6503551093743777,0.1139868677384161,8
33,0.5458630693825988,0.5458630693825988,0.7044968028990827,0.29284762516784135,8
34,0.5458630693825988,0.5458630693825988,0.6354827044818266,0.08337769583944102,8
35,0.5458630693825988,0.5458630693825988,0.5913280573535498,0.0534853778784987,8
36,0.5458630693825988,0.5458630693825988,0.6837843579284939,0.259328479023902,8
37,0.5438680467789357,0.5438680467789357,0.5963237110451998,0.060308473002823285,8
38,0.5438680467789357,0.5438680467789357,0.6030686300522563,0.11532536021905312,8
39,0.5438680467789357,0.5438680467789357,0.6160608018022051,0.12448681212133117,8
