dataset,config_id,factor,level,seed,window_size,K_min,K_max,population_size,maximum_generations,crossover_probability,center_mutation_probability,sigma_mutation_probability,consequent_mutation_probability,lambda_rules,lambda_weights,K_selected,generations_ran,training_time_sec,inference_latency_sec,model_size_bytes,RMSE,MAE,sMAPE,R2,R2_manual
cholera,ga_budget__small_15x20,ga_budget,small_15x20,22,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,3,19,0.28504983899983927,6.743526191279497e-05,2544,99.46271953497593,58.971389669109804,25.11083710810781,0.9487682383804041,0.9487682383804041
cholera,ga_budget__small_15x20,ga_budget,small_15x20,33,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,3,20,0.31576078699981736,6.495310711735718e-05,2544,109.38624692471657,86.77442395785098,40.106612510981854,0.9380353396086367,0.9380353396086367
cholera,ga_budget__small_15x20,ga_budget,small_15x20,44,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,3,20,0.32665462299974024,6.563167856993026e-05,2544,118.05524996369644,86.33328099762915,81.6172257216816,0.9278245931990308,0.9278245931990308
cholera,ga_budget__small_15x20,ga_budget,small_15x20,55,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,4,19,0.30253167299997585,7.182653570496422e-05,3392,119.31389233579758,87.57626808803441,81.36873670282894,0.9262773975377784,0.9262773975377784
cholera,ga_budget__small_15x20,ga_budget,small_15x20,66,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,2,20,0.2977236479991916,6.757759522423883e-05,1696,96.093923098784,57.482708266097916,20.086468256611674,0.952179900172319,0.952179900172319
cholera,ga_budget__small_15x20,ga_budget,small_15x20,77,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,2,20,0.298566851999567,6.310032145371398e-05,1696,247.06536908837376,235.58213545523392,72.35339818089642,0.6838869826138299,0.6838869826138299
cholera,ga_budget__small_15x20,ga_budget,small_15x20,88,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,2,20,0.2940196469999137,6.32521905031137e-05,1696,158.33008591346834,144.84276679735575,56.55390848274943,0.8701788281509206,0.8701788281509206
cholera,ga_budget__small_15x20,ga_budget,small_15x20,99,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,3,20,0.31836343700069847,6.391684527919832e-05,2544,123.17552959391595,102.44566571289768,43.38524306779185,0.9214280545263471,0.9214280545263471
cholera,ga_budget__small_15x20,ga_budget,small_15x20,110,52,2,8,15,20,0.9,0.25,0.25,0.3,0.005,1e-06,2,20,0.2836142710002605,6.392749997714764e-05,1696,130.37112709595723,112.94803136286426,48.41684513398152,0.9119799784674678,0.9119799784674678
cholera,ga_budget__large_40x60,ga_budget,large_40x60,11,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,39,1.5977569229999062,6.76791071327898e-05,2544,96.75041656801496,55.85444380961034,19.772679407578135,0.951524274521965,0.951524274521965
cholera,ga_budget__large_40x60,ga_budget,large_40x60,22,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,2,60,3.3513276620005854,0.00014382747617890432,1696,143.65590477523236,117.19210773678493,105.01161291922773,0.8931275922747611,0.8931275922747611
cholera,ga_budget__large_40x60,ga_budget,large_40x60,33,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,60,2.915801189999911,8.730672620263899e-05,2544,128.24825442224628,99.67636533842456,36.07163467467946,0.914823153820483,0.914823153820483
cholera,ga_budget__large_40x60,ga_budget,large_40x60,44,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,21,0.8572703579993686,6.980339285941486e-05,2544,95.72075457176727,56.589794827656284,19.30454881587196,0.9525505855670116,0.9525505855670116
cholera,ga_budget__large_40x60,ga_budget,large_40x60,55,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,2,30,1.2500962670001172,0.0003219744761563128,1696,171.4388472801749,156.0949534307304,56.66831369007272,0.8477921308478821,0.8477921308478821
cholera,ga_budget__large_40x60,ga_budget,large_40x60,66,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,41,2.5772590340002353,6.468409524781496e-05,2544,191.14198638086864,169.67538091022834,111.6988048913741,0.8107957793682457,0.8107957793682457
cholera,ga_budget__large_40x60,ga_budget,large_40x60,77,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,43,1.7894025730001886,0.00012487017855684307,2544,105.059445599614,66.6229442894495,41.87244862285868,0.9428404449316843,0.9428404449316843
cholera,ga_budget__large_40x60,ga_budget,large_40x60,88,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,24,1.004986994000319,6.840376190233482e-05,2544,245.7655612783954,234.56165653240285,72.47681548282323,0.6872043664855918,0.6872043664855918
cholera,ga_budget__large_40x60,ga_budget,large_40x60,99,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,3,58,2.815210305000619,9.968722618699151e-05,2544,100.72091028604063,62.24445849319665,32.12714412744714,0.9474638897744546,0.9474638897744546
cholera,ga_budget__large_40x60,ga_budget,large_40x60,110,52,2,8,40,60,0.9,0.25,0.25,0.3,0.005,1e-06,2,11,0.6273374459997285,0.00011924603559453404,1696,126.08425869848531,107.78017297331701,46.798516398806974,0.9176733641590866,0.9176733641590866
ilinet,baseline,baseline,reference,11,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,1.1751659210003709,9.5886230785534e-05,2800,0.47143099654047577,0.25522241533713635,6.746200799750265,0.939885124204474,0.939885124204474
ilinet,baseline,baseline,reference,22,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,1.2193923069999073,0.00011363978842382494,2800,0.44041940122669837,0.2513735113393204,7.596856573078507,0.9475339256302632,0.9475339256302632
ilinet,baseline,baseline,reference,33,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.0182536729998901,7.503053846518854e-05,3200,0.43593979774812575,0.2636831247606803,8.344442074077616,0.9485957859917653,0.9485957859917653
ilinet,baseline,baseline,reference,44,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,34,0.7298130849994777,6.448619226900449e-05,1600,0.4517083596774049,0.2618351861557173,7.029179545661902,0.9448098032471961,0.9448098032471961
ilinet,baseline,baseline,reference,55,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8661817210004301,6.521511538546922e-05,2400,0.42465190794262253,0.26528849283240913,8.399221324192304,0.9512233639097588,0.9512233639097588
ilinet,baseline,baseline,reference,66,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,28,0.6261664329995256,6.607888452400893e-05,3200,0.4489044075050391,0.2686749945959285,8.283505315871246,0.9454928562218878,0.9454928562218878
ilinet,baseline,baseline,reference,77,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,32,0.7069788230000995,6.778357685386884e-05,3200,0.44897441372904034,0.273979217204715,9.318229408402914,0.9454758542197177,0.9454758542197177
ilinet,baseline,baseline,reference,88,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8786622529996748,6.474346150753263e-05,3200,0.4414832580095979,0.2442509158682174,6.646264040295996,0.947280150239435,0.947280150239435
ilinet,baseline,baseline,reference,99,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,23,0.4984708860001774,7.524448084530796e-05,3200,0.43654844448010094,0.27486595083845866,9.279869781546877,0.9484521475901253,0.9484521475901253
ilinet,baseline,baseline,reference,110,24,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8758055839998633,6.721190388466661e-05,3200,0.42176943369454833,0.25589103066126756,7.345425958527,0.951883293690661,0.951883293690661
ilinet,K_max__4,K_max,4,11,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8352159229998506,6.247101917394433e-05,1600,0.4532100575396139,0.2700584335982883,8.110572051918897,0.9444422352634961,0.9444422352634961
ilinet,K_max__4,K_max,4,22,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.7783068480002839,0.00011763928845399417,1600,0.48169330816540595,0.27710575880102567,7.706433073653553,0.9372394252314007,0.9372394252314007
ilinet,K_max__4,K_max,4,33,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.7981599919994551,6.242928858367892e-05,1600,0.4743405495028102,0.3076719835102126,10.354732190258577,0.9391408067606978,0.9391408067606978
ilinet,K_max__4,K_max,4,44,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.7806396279993351,6.220623086287211e-05,1600,0.45971488254711657,0.27692689189653935,8.515726906553603,0.9428359732989442,0.9428359732989442
ilinet,K_max__4,K_max,4,55,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.7984333519998472,6.279467309538562e-05,1600,0.4622229951664561,0.27132783054611004,7.790409015695676,0.9422105207340642,0.9422105207340642
ilinet,K_max__4,K_max,4,66,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,1.0556431240001984,0.00011023363453414977,1600,0.4196511789695998,0.23548205229990804,7.09115601946623,0.9523653935635563,0.9523653935635563
ilinet,K_max__4,K_max,4,77,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,1.0985460969995984,0.0001317117499079009,1600,0.44300054248895127,0.27417764421885216,9.414098883159184,0.9469171536164664,0.9469171536164664
ilinet,K_max__4,K_max,4,88,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,2,40,1.0910317789994224,0.00010160561548498383,800,0.4494487802794035,0.261011206927228,7.469940176255475,0.9453605777417622,0.9453605777417622
ilinet,K_max__4,K_max,4,99,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,33,0.8944630879996112,0.00013650734618190304,1600,0.4275905149753738,0.2558040020795045,7.597850402910658,0.9505459558670964,0.9505459558670964
ilinet,K_max__4,K_max,4,110,24,2,4,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,1.1691192739999678,6.655492318084446e-05,1600,0.4836825113597444,0.2535159300367974,6.796020465486954,0.9367200021422881,0.9367200021422881
ilinet,K_max__12,K_max,12,11,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,0.9112708510001539,7.08364807801095e-05,2000,0.42955261034998055,0.24899253888582354,6.749836742465925,0.9500910525051467,0.9500910525051467
ilinet,K_max__12,K_max,12,22,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,12,40,0.9615591349993338,7.044671163105074e-05,4800,0.4509256672713405,0.26243794623729505,7.873950926950918,0.9450008978880565,0.9450008978880565
ilinet,K_max__12,K_max,12,33,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,18,0.415995658000611,6.401934613747401e-05,2400,0.454118320230395,0.2737625561752911,8.59130152479097,0.9442193293165718,0.9442193293165718
ilinet,K_max__12,K_max,12,44,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,34,0.797721668000122,6.923359623774908e-05,2400,0.44103040463326687,0.25248555614920337,7.096935051336731,0.947388250000481,0.947388250000481
ilinet,K_max__12,K_max,12,55,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,37,0.858698043000004,6.079676917089763e-05,3200,0.46532359218109914,0.28144484471449577,8.287102198682746,0.9414326154120913,0.9414326154120913
ilinet,K_max__12,K_max,12,66,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,10,36,0.8340633110001363,7.525490396941538e-05,4000,0.47798921257783256,0.2855018299323594,8.236163217901902,0.9382009388870823,0.9382009388870823
ilinet,K_max__12,K_max,12,77,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,3,40,0.8953464550004355,7.965925005219805e-05,1200,0.45567110216224244,0.27479959512779567,7.601647504277132,0.9438372117191492,0.9438372117191492
ilinet,K_max__12,K_max,12,88,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,12,38,0.8944566300006045,7.239373079615828e-05,4800,0.4515519739655501,0.25272322017066867,7.321761159735743,0.9448480113695917,0.9448480113695917
ilinet,K_max__12,K_max,12,99,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,33,0.7792004540006019,0.00010236236548385372,3200,0.4545958478597084,0.2759963891821254,8.367753080119872,0.9441019554287506,0.9441019554287506
ilinet,K_max__12,K_max,12,110,24,2,12,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8946664750001219,7.127376927830762e-05,2400,0.43924324463383696,0.2487865043768123,7.784333216505527,0.9478137767081445,0.9478137767081445
ilinet,window_size__half,window_size,half,11,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8289151879998826,6.671628845931712e-05,1664,0.45546082923142567,0.2614836831783126,7.230129964567493,0.943889033259919,0.943889033259919
ilinet,window_size__half,window_size,half,22,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,0.8543869390005057,0.0001438871923325608,1040,0.44754155749002444,0.271251923092421,7.89578663099085,0.9458233154364515,0.9458233154364515
ilinet,window_size__half,window_size,half,33,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,1.14632601699941,9.656515392355056e-05,1040,0.449087855029095,0.25569113660476606,7.045452702297024,0.9454482977657025,0.9454482977657025
ilinet,window_size__half,window_size,half,44,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.1586537880002652,9.935994236142366e-05,1664,0.4576465978244987,0.26740224352620606,7.45499815642035,0.9433491849539698,0.9433491849539698
ilinet,window_size__half,window_size,half,55,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,1.102610550999998,9.83358460976328e-05,1040,0.4525623007062531,0.26011654915115473,7.452553526098979,0.944600935199806,0.944600935199806
ilinet,window_size__half,window_size,half,66,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,19,0.5354361480003718,0.0001044856539045633,1664,0.4582006235028089,0.258748443286053,7.355561981326694,0.94321193929635,0.94321193929635
ilinet,window_size__half,window_size,half,77,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,1.168640076999509,8.369805767380548e-05,1040,0.44798380936606563,0.25914699242254924,7.5789572320025895,0.9457161898376782,0.9457161898376782
ilinet,window_size__half,window_size,half,88,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,5,40,0.8183134999999311,6.620207692811583e-05,1040,0.4502332156266729,0.2516150831998053,7.029195947784883,0.9451696839207945,0.9451696839207945
ilinet,window_size__half,window_size,half,99,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8251571470000272,5.97146345521301e-05,1664,0.44103166674881833,0.2606706928082313,7.3902546801396625,0.9473879488774646,0.9473879488774646
ilinet,window_size__half,window_size,half,110,12,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.8194959989996278,6.844178843633787e-05,1456,0.4553144153196404,0.26454734861882057,7.1406471845798,0.9439251026873146,0.9439251026873146
ilinet,window_size__one_point_five,window_size,one_point_five,11,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8919436599999244,6.214707690770201e-05,4736,0.4449018242507859,0.2607032514580448,7.456455803836978,0.9464605310380109,0.9464605310380109
ilinet,window_size__one_point_five,window_size,one_point_five,22,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8708361219996732,6.521271155599187e-05,4736,0.47252324727248923,0.2971082680363403,8.37993448464586,0.9396062431743266,0.9396062431743266
ilinet,window_size__one_point_five,window_size,one_point_five,33,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,0.8838541929999337,7.562836537125314e-05,4736,0.45887667788972714,0.2823329853190495,9.829916084428515,0.9430442392178623,0.9430442392178623
ilinet,window_size__one_point_five,window_size,one_point_five,44,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8671184539998649,6.390415380617644e-05,3552,0.4490552218266686,0.2601354874064711,7.239579764059896,0.9454562255332531,0.9454562255332531
ilinet,window_size__one_point_five,window_size,one_point_five,55,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.8956797700002426,6.784496144973673e-05,3552,0.4484146717398191,0.25170744178918886,6.729842813197435,0.9456117213355065,0.9456117213355065
ilinet,window_size__one_point_five,window_size,one_point_five,66,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,6,40,0.9038511200005814,6.35664422798772e-05,3552,0.44755181865769683,0.2552721026361347,7.213596258977671,0.9458208310976993,0.9458208310976993
ilinet,window_size__one_point_five,window_size,one_point_five,77,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,7,40,0.8936457929994504,6.838884612009749e-05,4144,0.443855599110637,0.26219561829531435,7.7073556504312055,0.946712040355737,0.946712040355737
ilinet,window_size__one_point_five,window_size,one_point_five,88,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,4,40,0.8924070659995778,0.0001281592692171566,2368,0.4327246522923,0.24950228044584588,7.211690265245675,0.949351223180026,0.949351223180026
ilinet,window_size__one_point_five,window_size,one_point_five,99,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,34,1.0400448569998844,0.00010614617303872365,4736,0.460134572044855,0.29023575820139913,9.53459676037446,0.9427315516509424,0.9427315516509424
ilinet,window_size__one_point_five,window_size,one_point_five,110,36,2,8,25,40,0.9,0.25,0.25,0.3,0.005,1e-06,8,40,1.2666871340006765,0.00010256690386365965,4736,0.4306037961068309,0.2435073827744826,7.728773367009048,0.9498464828437339,0.9498464828437339
ilinet,lambda_rules__0,lambda_rules,0,11,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,27,0.7770225599997502,0.00010646824994882291,3200,0.4656968129748167,0.2866620047126047,8.374122455283349,0.9413386277779001,0.9413386277779001
ilinet,lambda_rules__0,lambda_rules,0,22,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,1.1886266700003034,0.00017524025007822693,3200,0.4339444434664547,0.25342097937043956,7.519292469013047,0.9490652768786767,0.9490652768786767
ilinet,lambda_rules__0,lambda_rules,0,33,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,1.1230052199998681,6.40663462350998e-05,3200,0.4619818761887656,0.25839793930707733,6.793437643928085,0.9422707968602203,0.9422707968602203
ilinet,lambda_rules__0,lambda_rules,0,44,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.8558132360003583,6.556876918204161e-05,3200,0.46123772975132943,0.2616392264349258,7.338599231693542,0.9424566239870025,0.9424566239870025
ilinet,lambda_rules__0,lambda_rules,0,55,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.8810581050001929,7.26158462454735e-05,3200,0.429324808002589,0.26322616686806977,8.103986498222383,0.9501439743610086,0.9501439743610086
ilinet,lambda_rules__0,lambda_rules,0,66,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.8857707199995275,6.208019217760571e-05,3200,0.4451055408573882,0.25230596467742417,7.382170488202171,0.9464114893149914,0.9464114893149914
ilinet,lambda_rules__0,lambda_rules,0,77,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,40,0.8758950250003181,7.687698079140458e-05,3200,0.4376568600865002,0.24801118197550712,7.088183138114526,0.9481900507677592,0.9481900507677592
ilinet,lambda_rules__0,lambda_rules,0,88,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,7,40,0.8812149080004019,6.12841153829672e-05,2800,0.43960999093844055,0.24798748442608895,6.5111228027920935,0.9477265945152319,0.9477265945152319
ilinet,lambda_rules__0,lambda_rules,0,99,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,7,40,0.8637080550006431,6.460475008050428e-05,2800,0.45020720047559964,0.2857017775492678,9.128156086229115,0.9451760200936772,0.9451760200936772
ilinet,lambda_rules__0,lambda_rules,0,110,24,2,8,25,40,0.9,0.25,0.25,0.3,0.0,1e-06,8,36,0.7627062390001811,8.180848075985872e-05,3200,0.43755062298911046,0.24545725872946125,7.1972204755303135,0.9482152004733173,0.9482152004733173
ilinet,lambda_rules__0.02,lambda_rules,0.02,11,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,40,0.8894938960002037,6.555540380759339e-05,1600,0.4359436467994265,0.2579191693743599,7.722650630359023,0.9485948782594074,0.9485948782594074
ilinet,lambda_rules__0.02,lambda_rules,0.02,22,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,18,0.3828888729995015,6.713521142606063e-05,1600,0.45916126762950954,0.28198573047918596,8.924734292877574,0.9429735707692722,0.9429735707692722
ilinet,lambda_rules__0.02,lambda_rules,0.02,33,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,35,0.7360024680001516,6.498182693366498e-05,1600,0.4166206473502479,0.24959924127531044,7.024218800541883,0.9530509006863236,0.9530509006863236
ilinet,lambda_rules__0.02,lambda_rules,0.02,44,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,3,40,0.8622794450002402,7.048353845325786e-05,1200,0.4918939351000639,0.28041898961730066,7.859227500665146,0.9345531690644708,0.9345531690644708
ilinet,lambda_rules__0.02,lambda_rules,0.02,55,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,40,0.9542655179993744,0.00010324051922557723,1600,0.46321765490980754,0.2753782635597913,7.802790129945023,0.941961538247746,0.941961538247746
ilinet,lambda_rules__0.02,lambda_rules,0.02,66,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,40,1.1125023310005417,9.98488269488007e-05,1600,0.4615434328536147,0.29779998802902274,8.832639204934333,0.9423803205233109,0.9423803205233109
ilinet,lambda_rules__0.02,lambda_rules,0.02,77,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,2,40,1.1807162110007994,0.00010496490388224908,800,0.4638808268665368,0.2896524941055375,8.336643030894573,0.9417952361569872,0.9417952361569872
ilinet,lambda_rules__0.02,lambda_rules,0.02,88,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,3,40,1.1244957019998765,0.00010468873076136403,1200,0.4749203146060764,0.259537556611801,7.732947483222752,0.9389919449375419,0.9389919449375419
ilinet,lambda_rules__0.02,lambda_rules,0.02,99,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,6,40,1.2456881719999728,0.00011316480771921096,2400,0.44984547670400327,0.2637598293767786,8.354599834870651,0.945264082523579,0.945264082523579
ilinet,lambda_rules__0.02,lambda_rules,0.02,110,24,2,8,25,40,0.9,0.25,0.25,0.3,0.02,1e-06,4,40,0.8240791969992642,6.69592116257543e-05,1600,0.4531210042831086,0.2761504642537894,7.800237184199715,0.9444640667021578,0.9444640667021578
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,11,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,4,37,0.7943930709998313,6.651942310152383e-05,1600,0.44452438238639125,0.26153756743172524,9.028725714326907,0.9465513351836676,0.9465513351836676
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,22,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,6,40,0.8471820719996686,7.047538455341195e-05,2400,0.44137140215275544,0.27039754551358575,7.948198546184187,0.947306861453573,0.947306861453573
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,33,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,8,40,0.8836577910005872,6.422934605045436e-05,3200,0.4650851096376308,0.27036165043182286,8.090328204054062,0.9414926326555411,0.9414926326555411
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,44,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,3,40,0.8370070720002332,6.668965392446598e-05,1200,0.4817948615962392,0.2920333493680266,8.507650666128082,0.9372129593310625,0.9372129593310625
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,55,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,8,37,0.7962928300003114,6.949590386704166e-05,3200,0.4257649477139849,0.24833275366165658,7.303696505191787,0.9509673354587675,0.9509673354587675
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,66,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,7,32,0.7054672040003425,6.642546155979708e-05,2800,0.4486561241552328,0.27039060743730553,7.679296291092418,0.9455531339714222,0.9455531339714222
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,77,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,7,40,1.6376229369998327,7.710373081583664e-05,2800,0.45547291660220324,0.25639812723186733,6.909254950941223,0.9438860549881736,0.9438860549881736
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,88,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,8,40,1.4963124300002164,6.754253845778854e-05,3200,0.4488215315058001,0.2702928051919321,7.713737928658128,0.9455129804039601,0.9455129804039601
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,99,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,6,40,0.935889897999914,8.293055763995374e-05,2400,0.44049685663784155,0.26368166930183035,7.554698667648616,0.9475154698642667,0.9475154698642667
ilinet,mutation_probability__low_0.15,mutation_probability,low_0.15,110,24,2,8,25,40,0.9,0.15,0.15,0.15,0.005,1e-06,8,40,1.2170707089999269,0.00010292755763867508,3200,0.46039572876672974,0.26630749752510713,7.341749443115352,0.942666525958824,0.942666525958824
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,11,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,8,40,1.2362685930002044,0.00013306598076759165,3200,0.48714060067221326,0.27852788881461366,7.846696037007692,0.9358119265580886,0.9358119265580886
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,22,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,7,40,1.2148996589994567,0.00010556996160350816,2800,0.44178707361596453,0.2688481876077215,8.192290847247493,0.9472075648170818,0.9472075648170818
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,33,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,7,40,1.2885720829999627,0.00015870961536935423,2800,0.4481488426498055,0.2450540688712867,6.988157953211379,0.9456761871170495,0.9456761871170495
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,44,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,6,29,0.7948673259998031,7.392763464290161e-05,2400,0.42242773408317996,0.24585713817977778,8.104024320761072,0.9517329747562256,0.9517329747562256
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,55,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,7,26,0.615347703000225,7.119032688234046e-05,2800,0.4419077544310656,0.2643338076332942,7.728088098112369,0.9471787187748968,0.9471787187748968
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,66,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,6,40,0.9355539490006777,6.971417311573392e-05,2400,0.44295043738255535,0.24661109361187086,7.3742127156913435,0.9469291606954573,0.9469291606954573
ilinet,mutation_probability__high_0.45,mutation_probability,high_0.45,77,24,2,8,25,40,0.9,0.45,0.45,0.45,0.005,1e-06,7,22,0.5022100770001998,7.343473080604432e-05,2800,0.4309692007662931,0.2485430210650638,7.0389130111226175,0.94976132751179,0.94976132751179
