candidate_index,validation_rmse_scaled,fit_time_sec,model_size_bytes,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda
2,0.3753102735609514,0.11194786500027476,296935,200,4,0.03,0.8,0.8,1.0,0.0,1.0
6,0.37784276737534284,0.2237076530000195,592067,400,4,0.03,0.8,0.8,1.0,0.0,1.0
7,0.3933716037692488,0.2278258339997592,591659,400,4,0.05,0.8,0.8,1.0,0.0,1.0
3,0.3935505316396036,0.10758029800035729,298907,200,4,0.05,0.8,0.8,1.0,0.0,1.0
4,0.39557286198454,0.09083184500013886,356591,400,2,0.03,0.8,0.8,1.0,0.0,1.0
0,0.3961102500554052,0.045609791000060795,178823,200,2,0.03,0.8,0.8,1.0,0.0,1.0
1,0.39638192794836624,0.043927597000219976,178551,200,2,0.05,0.8,0.8,1.0,0.0,1.0
5,0.4056504242350447,0.08481670499986649,357067,400,2,0.05,0.8,0.8,1.0,0.0,1.0
