candidate_index,validation_rmse_scaled,fit_time_sec,model_size_bytes,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda
7,0.012814968970940196,0.9604435680003007,573163,400,4,0.05,0.8,0.8,1.0,0.0,1.0
6,0.018837263334735753,1.5305515740001283,571870,400,4,0.03,0.8,0.8,1.0,0.0,1.0
3,0.0192406964105919,1.0851384200000211,285511,200,4,0.05,0.8,0.8,1.0,0.0,1.0
2,0.028108813748162712,1.6816023619999214,283062,200,4,0.03,0.8,0.8,1.0,0.0,1.0
5,0.05620281347004152,3.9779546150002716,357475,400,2,0.05,0.8,0.8,1.0,0.0,1.0
4,0.0639489234365256,1.0749584260001939,356931,400,2,0.03,0.8,0.8,1.0,0.0,1.0
1,0.0691482736622612,0.24422002799974507,178755,200,2,0.05,0.8,0.8,1.0,0.0,1.0
0,0.08399779218302882,0.5348493679998683,179027,200,2,0.03,0.8,0.8,1.0,0.0,1.0
