dataset,order,aic,status,fit_time_sec
cholera,"(1, 0, 0)",5808.829196424309,ok,0.07944750900014697
cholera,"(1, 1, 0)",5742.959255613538,ok,0.010372256000209745
cholera,"(2, 1, 0)",5710.3066338797535,ok,0.012056073000167089
cholera,"(1, 1, 1)",5712.8361571879195,ok,0.04754113499984669
cholera,"(2, 1, 1)",5709.782211575775,ok,0.10355476099994121
cholera,"(3, 1, 0)",5686.914240661653,ok,0.015312801000163745
