dataset,order,aic,status,fit_time_sec
ilinet,"(1, 0, 0)",109.08033080161732,ok,0.06965912599980584
ilinet,"(1, 1, 0)",16.965392471787723,ok,0.06301813900017805
ilinet,"(2, 1, 0)",14.259998123848554,ok,0.08291508599995723
ilinet,"(1, 1, 1)",14.1134077035192,ok,0.0648200209998322
ilinet,"(2, 1, 1)",15.928349449068783,ok,0.17837240700009716
ilinet,"(3, 1, 0)",16.488659806542167,ok,0.0923665219997929
